,Title,email,KeyWords,Abstract,domain,Institution,Country,Latitude,Longitude
0,REFLECTIONS ON THE CHANGING WORLD OF EM PROFESSORS –PART I,@donkennedy.ca,"Virtual campus, professor evaluation, engineering education ","There is a saying that doctors make the worst patients. Perhaps EM professors are not looking internally to actively  affect the direction their careers are going. Major changes in how societies function can follow paths that are not  intentionally directed or can be based on decisions that are not fully researched to explore the possible outcomes.  Consider how the conversion to auto mation to replace manual labor is rapidly proceeding without a clear vision of  what the short term impacts are or what will replace the displaced jobs. The makeup of the attendees of ASEM  conferences has changed gradually over time. This, of course, follow s the introduction of new people, but also  shows up in changes to the types of jobs the long standing members now hold. A review of ASEM authors shows an  increasing number of non-tenure track faculty. The changing roles of professors and the expectations o f students  over the past half century are outlined. Duration of employment at any one institution has decreased. The methods of  evaluating performance have moved with the rise of the concept of student as customer. The goal of this paper is to  reflect on t hese changes in the world of academia and the potential long term consequences.  Are the students the  best evaluators of professor performance? The trends in academia are presented including a move away from  academic diversity and the commoditization of programs.  Keywords  Virtual campus, professor evaluation, engineering education  Introduction  The goal of improving the education system can be taken to be universal ly held . The key problem is how the  spectrum of opinions and lack of clear understanding of unintended consequences prevent a unified approach on  how exactly to change for the better. Peter and Hill (1970)  recognize this desire to improve the education system is  strong enough to frequently generate large donati ons of cash to fix the system. According to them, this typically  results in large infrastructure expenditures  on items such as new buildings or extensions for more classrooms  as a  way to spend the funding since reaching a consensus  on what else can be done  is near impossible to achieve . They  termed this as an organizational  edifice complex. The world has changed considerably since 1970 , but we  suggest  that the level of understanding on what to do to better manage education has not improved much.    A theme of many traditional management texts  is that the past is a reliable guide for decision making since  basic human behavior has changed little over the span of history  (Drucker, 2002). There are an increasing number of  arguments, however, that perhaps modern situations are creating systems and behaviors without a clear precedent to  guide us.  The innovations promoted by Frederick Taylor (1911) were generally based on studying one particularly  strong manual laborer whose work patterns  for lifting pig iron may be difficult to extrapolate to a team writing code  for a new video game.  Similarly, practices accepted as tried and true  in past decades  are now challenged for  relevancy in many fields such as advertising (Zyman & Brott, 2002) , career planning (Lang, Kern, & Zapf, 2016) ,  productivity (Kennedy, 2018), information and finance (Lewis, 2001).   Coinciding with these general changes, t here is also a major change impacting the careers of professors.  When certain practices are widely followed at a particular time in history , it is typical to  not explicitly record them",donkennedy.ca,,,46.3144754,11.0480288
1,"ENGINEERING EDUCATION, SKILLS AND INDUSTRY ALIGNMENT –COMPARATIVE ANALYSIS OF THE UK AND USA",@lsbu.ac.uk,"Engineering Education, Skills & Knowledge, Industry Alignment, Engineering Management. ","There is an ongoing debate on engineering education, future skills development and alignment of universities with  industry. This debate includes discussion on whether graduating engineers have the required skills and competencies  to make a positive impact in industry and the wider workplace. Academia is focused on maintaining the technical  standard of engineering education, while industry seeks to recruit engineering graduates that not only have a solid  grounding in the engineering fundamentals but also have effective professional skills, such as communication, team  working and project management skills. Additionally, there is a need to consider how engineers can harness innovation  and creativity as well as leveraging the emerging opportunities associated fr om digitization. In this regard there have  been a series of reports that have investigated this area and many such reports tend to be issued at the national level.  Therefore, this paper reports on a comparative analysis of studies and reports from the UK and USA that have focused  on engineering education, skills development and industry alignment.   This analysis has identified various insights  and keys areas to be developed in the context of the Engineering Management Body of Knowledge. The paper  concludes with recommendations on how the field of engineering management can be positioned to address the  challenges and opportunities that have been identified.  Keywords  Engineering Education, Skills & Knowledge, Industry Alignment, Engineering Management.  Introduction  Engineers need to have a full grasp of the technical competencies across traditional engineering science areas,  including numerical and engineering design skills as well as the ability to be effective in knowledge -driven  organizations through, for example, working as part of teams and on engineering projects. But will this be enough for  the engineer of the future? Indeed, in 2016 the World Economic Forum (WEF) estimated that by 2021, around one - third of skills (35%) that are considered important in today’s workforce will have changed. We are also potentially on  the cusp of a new industrial revolution and e ngineers continue to be presented with challenges and opportunities  associated with adopting new technologies, for example, those associated w ith Industry 4.0  (Liao et al., 2017).   Although do  today’s graduating engineers have the knowledge and skills to capitali ze on such technological  developments? Moreover, are  existing pedagogic models in universities adequate to support the development of  graduate engineers so they can harness these technologies, or do we need new approaches to teaching practices?   In regard to engineering education,  academia faces a number of  challenges, including the need  to ensure  professional and design skills can be ad equately integrated with discipline -specific content  in order to meet the  demands of both graduates and their employers ( Mitchell et al., 2019).  There is of course a need to ensure strong  coverage of the engineering fundamentals, provision of more real -world engineering design and operational areas,  such as quality engineering; in addition to more frontier oriented engineering areas as well as providing opportunities  for students to gain improved communication, team-working, critical and creative thinking and problem-solving skills  (Felder et al., 2000) . Moreover, many authors point to a mismatch between skills possessed by graduates and those",lsbu.ac.uk,London South Bank University,UK,51.4979,0.102
2,IMPLEMENTATION OF PERFORMANCE MEASUREMENT SYSTEMSIN NONPROFITS: QUALITATIVE CONTENT ANALYSIS,@pucpr.br,Implementation; Performance Measurement Systems; Nonprofits; Content Analysis. ,"The defining feature of nonprofit organizations is the legal restriction  generat financial profits. Work initiatives and  guidelines are instead geared towards social and non -financial issues. Amongst others, the development of services  that aid society, the main beneficiary of their activities, stands out. In this context, it is important to design  and  implement performance measurement and management systems that attend  stakeholders demands for information .  Nonprofits must also optimize their levels of competitiveness, mainly when raising funds, which often come from  governments. A Perf ormance Measurement System (PMS) contains indicators that measure the results of costs,  financial operations, productivity and user satisfaction. There is a growing list of performance tools developed for  use in the private sector but adapted for rollout in social organizations. This work develops a content analysis in a  sample of scientific paper,  the data was originally drawn from a previous systematic literature review, and the  present study focuses on identifying a  set of factors that influence s the imp lementation phase of measurement  system projects in nonprofits. The evolution of the results guides and aids the development of measurement systems.  This aspect lead to a set of recommendations that could improve success rates in implementing performance  measurement systems.  Keywords  Implementation; Performance Measurement Systems; Nonprofits; Content Analysis.  Introduction  The defining feature of a nonprofit  organization is restriction on financial profit, with work focused instead on  generating social value (Valentinov, 2011), which is achieved by developing measures that benefit society.   Nonprofit sector management models are grounded in non -governmental guidelines. Relevant examples of such  organizations are: professional institutes and associations, foundations and philanthropic institutions, cooperatives  and public administration departments. In most cases, civil society and government bodies are responsi ble for  overseeing the transparency of results regarding costs, expenditure and additional internal information (Arena et al.,  2015, Mehrotra and Verma, 2015). Common sources of financial income are governments and private companies.  As such, it is important for organisations to broaden their competitive advantages, in order to administer and raise  financial funds, thereby ensuring financial sustainability.",pucpr.br,Pontificia Universidade Católica do Paraná,Brazil,-25.4523677,-49.25132119969333
3,A MIXED METHOD STUDY OF INFRASTRUCTURE RESILIENCEEDUCATION AND INSTRUCTION,@westpoint.edu,"Infrastructure, resilience, education ","As the frequency and severity of natural and man-made disasters increases, the importance of improving the resilience  of complex infrastructure systems in an uncertain environment is increasingly critical. Proper training and education  are key components to addressing this issue, but it is unclear how and where modeling under uncertainty, infrastructure  systems management, and resilient systems are integrated into the standard undergraduate and graduate engineering  management curriculum. This re search uses a mixed method to determine whether and at what level engineering  managers receive instruction regarding the implementation of tools and techniques to improve infrastructure  resilience. A review of current courses and content informs a systems-thinking approach to resilience and investigates  how the topic of infrastructure resilience is being taught. The results of the study identify gaps in existing engineering  management curriculum with respect to the topic of resilience. The findings from these results can be used to by the  engineering management educator to provide coursework and training that can be used to lead teams that design, build,  analyze the resiliency of current infrastructure systems , or restore damaged infrastructure systems to th eir original  state.  Keywords  Infrastructure, resilience, education  Introduction  Critical infrastructure systems such as hospitals, transportation networks, and utility systems, are  becoming increasing  more complex and interdependent while at the same time there has been a significant increase in operational  uncertainty of these systems due to either natural or man- made disasters. Infrastructure resilience is the concept that  addresses this uncertainty though it has been defined in many ways by a host of experts across a vast cross-section of  disciplines. This research utilized its previous work on an integrative literature review to define resiliency  as “an  ability to prepare for, wi thstand, and/or recover from adversity, emergencies or failures in a timely manner and still  be able to function at least nominally while minimizing potential losses in the system” (Wilt, Long, & Shoberg, 2016).  Due to the complexity of these infrastructur e systems  and the various engineering and other disciplines  involved with the design and operation of a complex  infrastructure system , solutions to improve infrastructure  resilience require a multidisciplinary approach and makes the application of operational concepts of engineering  management towards understanding and improving infrastructure resilience more important to maintaining, restoring,  and adapting critical infrastructure to deal with disasters. It has been argued that engineering management programs  provide the leaders needed to manage these complex and interdisciplinary efforts  (Perry, Hunter, Currall, &  Frauenheim, 2017), so proper training and education of engineering managers in infrastructure resilience is critical to  enable them to successfully lead infrastructure resilience programs and projects .  However, at this time, it is unclear  how and where modeling under uncertainty, infrastructure systems management, and resilient systems are integrated  into the standard engineering curriculum.  This research uses a mixed method approach to determine whether and at what level engineering managers  receive instruction regarding the implementation of tools and techniques to improve infrastructure resilience. The   mixed methods research utilized a qualitative search of current courses in select schools with accredited engineering  management programs, either by the American Society  for Engineering Management (ASEM) or the Accreditation",westpoint.edu,United States Military Academy West Point,United States,41.3915,-73.956
4,DETERMINANTS TOWARDS A FRONTLINE SUPERVISOREFFECTIVENESS MODEL FOR ENGINEERING TEAM-BASEDORGANIZATIONS,@sun.ac.za,"Frontline supervision, Engineering Work-Teams, Effectiveness, Structural Modeling  ","The role of frontline supervisors is often neglected in engineering management research. Studies tend to focus on  senior management or treat management as a homogenous group. A model that conceptualizes the frontline supervisor  effectiveness in an engineering team -based environment  is proposed. It is envisioned that the study approach will  follow three iterative phases to develop and validate a  Frontline Supervisor Effectiveness Model. This paper reports  on the first phase of the research , whereby a conceptual model is developed and presented based on a systematic  review of the literature.  The study found five determinants of supervisory effectiveness and presents these  determinants as a structural model  to illustrate the hypothesized inter -relationships and recommends direction for  future research.   Keywords  Frontline supervision, Engineering Work-Teams, Effectiveness, Structural Modeling   Introduction  Engineering organi zations are faced with a challenge to cope with competition in  global markets while achieving  product quality, productivity and optimal use of resources. Essential to meeting this challenge is the use of work teams.  There has been a rise  in employing work teams across a wide range of industries. This trend  is associated with the  broader changes in the world of work and organizations responding to competitive challenges and organizational needs  of flexibility and adaptation (Delgado Piña, María Romero Martínez, & Gómez Martínez, 2008) . As noted by Gil,  Alcover & Peiró (2005), it is not surprising that research in a more diverse range of fields has increasingly focused on  the effectiveness of work teams in organizational contexts.  However, team -based systems in the engineering world ha ve posed a challenge for the management of such  organizations to provide the work teams with an organization al environment that supports their needs. The literature  about the management and the supervisory outcomes of these work teams is limited and is primarily based on the case  studies of manufacturing plants (Batt, 2004; Hertle, Siedelhofer, Metternich, & Abele, 2015). The frontline supervisor  (FS) is the person who works closest to the work team members and is tasked with the responsibility of directly  influencing the work team effectiveness. FS are the most significant point of leverage f or team-based organizations  since they work closest to the operating core and hence in high performing organizations, FS are key actors who play  important roles (Zhou & Liu, 2013). The literature pertaining to the role of the FS is however sparse.   This paper aims to collate,  review and synthesi ze available scholarly work on  the FS role  in engineering team - based organizations , identify those factors that determine their effectiveness and to explore the interrelationships  between those factors.   Frontline Supervision  This section pays special attention to frontline supervision by reviewing the terminology and definition of frontline  supervision, and by discussing the concept of effectiveness in the context of team-based systems.",sun.ac.za,University of Stellenbosch,South Africa,-33.8842684,18.62729953211983
5,ENHANCING LEAN PRODUCT AND PROCESS DEVELOPMENTCAPABILITIES USING CURRENT PRODUCTION VALUE STREAMS,@tramgroup.com,"Lean Product and Process Development, Value Stream Improvement ","Lean Product and Process Development (LPPD) proficiency represents the next frontier for many manufacturing  organizations in their quest for excellence. However, these firms needn’t wait for the next new product cycle to  practice LPPD capabilities.  The purpose of development is to create profitable operational value streams. Manufacturing organizations  use Value Stream Mapping to delineate value added process elements and waste, thereby identifying targets for  continuous improvement activities. Practitioners can then address these targets one at a time using the Toyota  Improvement Kata, the iterative practice of making hypotheses based on observations, and learning through  experimentation toward each successive target condition. However, continuous improvement activities sometimes  suffer in a manufacturing operation, when projects have a broad scope and where daily production issues receive  resource priority.  Manufacturing firms can simultaneously accelerate their improvement activities and enhance their  development capabilities by applying LPPD principles to current unprofitable value streams. The Toyota  Improvement Kata and LPPD are congruent; at the root of both is the socio-technical activity of creative problem  solving using scientific thinking.   This reflective case study illustrates how an auto parts supplier applied LPPD principles to solve an  ongoing production problem based on the premise that an unprofitable value stream is failure of the development  process. A superior solution was created and implemented quickly, and the organization was able to execute a  learning experiment in LPPD implementation in advance of a new product cycle.   Keywords  Lean Product and Process Development, Value Stream Improvement  Introduction  In a recent SlideShare presentation ( Rother & Liker, 2018) , Mike Rother and Jeffrey Liker reflected on what they  have learned in the 20 years since the publication of Learning to See , the seminal work by Rother and John Shook  that introduced Value Str eam Mapping (VSM) to the Lean Community  (Rother & Shook, 1999) . VSM gave  practitioners a method to graphically depict their operations so that they could clearly discern value added elements  from waste, for the purpose of improving their processes by increasing the ratio of the former to the latter. To  describe their desired lean condition,  practitioners could create a future state map of the operation, where value  added elements were retained and waste was minimized or eliminated. A chronic problem among practitioners,  noted by Rother and Liker in their reflection, became how to proceed from t he current state of operations toward the  desired future state, as proposed action plans were mired in uncertainty and usually involved many stakeholders  within the supply chain. The solution to this problem arrived ten years later with the publication of Toyota Kata,  which gave these same practitioners a method to infuse scientific thinking throughout their respective organizations.  Implementation uncertainty would be gradually eliminated through continuous iterations of knowledge building  experiments, each one a step toward the lean ideal state as illustrated by the future value stream map (Rother, 2010).",tramgroup.com,,,46.3144754,11.0480288
6,INTEGRATING SET-BASED DESIGN INTO THE DEPARTMENT OFDEFENSE ACQUISITIONS SYSTEM TO INFORM PROGRAMMATICDECISIONS,@uark.edu;,"Set-Based Design , Defense Acquisition, Decision Analysis, Model-Based Systems Engineering, Uncertainty ","Over the years, the Department of Defense (DoD) has implemented several significant modifications to its acquisition  process with the goal of producing timely and cost -effective systems.  These changes, h owever, have done little to  curb major design problems, delays and cost overruns to programs.  Many DoD acquisition programs use Point-Based  Design (PBD) approach es in system development,  frequently resulting in premature design decisions  resulting in  subsequent schedule delays, and cost overruns.  Delays and increased costs are a result of the time-consuming activities  undertaken to fix the selected PBD solution prior to the resolution of key technology and budget uncertainties.  Set - Based Design (SBD) is a concurrent system design and analysis alternative to PBD, which systematically resolves  program uncertainties early in the  design phase,  potentially reducing the need for costly and inefficient redesign  activities.  In application, SBD concurrently evaluates multiple system and sub -system design concepts, while  simultaneously resolving requirements  and design uncertainties.  Commercial manufacturing and defense related  industries have successfully employed SBD in product development (PD). This success suggests that a DoD feasibility  and integration assessment of an SBD process for PD of a large-scale DoD acquisition programs i s required.  This  research reviews current DoD  acquisition processes, provides a strategic framework for SBD integration into these  processes, and identifies critical integration challenges for  future research.  This paper concludes that integration of  SBD into major DoD acquisition processes is both feasible and economical, as well as a credible and defensible  methodology for making complex design decisions under uncertainty.  Keywords  Set-Based Design , Defense Acquisition, Decision Analysis, Model-Based Systems Engineering, Uncertainty  Resolution, Tradespace Exploration  Introduction  The United States Department of Defense ( DoD) currently invests trillions of dollars into weapon system research,  development, and acquisition  (United States Government Accountability Office, 2017) .  Responsibility for this  significant investment lies with an equally large and complex defense acquisition system; a system that has  periodically implemented significant changes to address the root causes of costly systemic problems and risks.  Since  the 1990s, the Government Accountability Office (GAO) has identified  DoD weapon system acquisitions as a  high- risk area.  The reason for this perpetual designatio n lies with in a history of significant  and unanticipated cost and  schedule growth, resulting in numerous Nunn- McCurdy cost breaches (United States Government Accountability  Office, 2013) .  To addre ss these continuing  issues, the DoD published Department of Defense Instruction ( DoDI)  5000.02 for the Operation of the Defense Acquisition System.  This document significantly increased emphasis on  affordability and trade -off analyses, with complementary systems engineering activity early in the acquisition life - cycle (Cilli, Parnell, Cloutier, & Zigh, 2017) .  The updated requirements contained in DoDI 5000.02, underscore the",uark.edu;,University of Arkansas,United States,36.0687,-94.1748
7,ECONOMIC FEASIBILITY OF THE RESIDENTIAL APPLICATIONS OFPHOTOVOLTAICS IN ALASKA,Missing,"Economic feasibility, residential application, photovoltaics, Alaska ","Photovoltaic (PV) is often considered a not -so-attractive renewable energy option in Alaska because of the limited  daylight and harsh weather during wi nter times, but many people are misinformed about PV systems in this region.  This study reviews the economic feasibility of the residential PV systems in Alaska. The economic evaluation in this  study looks specifically at a region of Alaska known as the “R ailbelt”. Within this region, an overview of the  residential electric rates, installation costs, the efficiency of PV systems and other characteristics that could impact  the economic analysis are discussed. Finally, a model that takes into account the vari ables noted above is used to  determine the most cost-effective size of a hypothetical residential PV installation. The model shows that if $18,753.08  was initially invested in a PV system, its net present value of the savings would be $6,749.55. This means you would  recover the initial investment and make an additional $ 6,749.55 and it appears that the PV system is a good  investment. The analysis used a hypothetical PV installation with loads that were based on the average usage of a  residential meter in ur ban Alaska. These type of loads and other assumptions made in the analysis may not apply to  every residential PV installation, but this analysis is for a typical residential installation and most of the data and the  results should be a good representation of what a residential installation would see. These numbers indicate that a  residential PV system makes economic sense.  Keywords  Economic feasibility, residential application, photovoltaics, Alaska  Introduction  The earth receives enough solar energy from  the sun in less than two hours to power all the world’s energy needs   (Tsao, Lewis, & Crabtree, 2005).  The sun provides the heat and light necessary for life as we know it to exist.  For  centuries people have searched for ways to harness this energy.  Thi s paper look s at the history of harnessing that  energy through photovoltaics (PV), how PV works, and how economically viable PV systems are in the urban areas  of Alaska.   But not a lot of people think the PV system is the best option in Alaska because it is cold and dark. However,  the electric rates in Alaska are higher than the national average by a significant margin. In addition, the cost of PV  systems has decreased  over the years. With electric rates in Alaska higher than the national average and the co st of  PV systems coming down, it makes one wonder if installing a residential PV system makes economic sense.   Photovoltaics is the conversion of light into electricity using semiconducting materials . Solar cells make up  the solar panels. These panels are then interconnected with wiring and the voltage is changed from DC, the voltage  that is generated in the solar cells, to AC by inverters. So solar panels, wiring, inverters, fuses, and a disconnect switch  are what typically make up the residential PV system we have today.  Following sections are structured as follows. Next section is a literature review, which illustrates the limited  analysis of the financial viability of integrating PV into the urban areas of Alaska. The next sections are the research  methodology and the economic evaluation of residential PV in urban areas of Alaska. The following section concludes.  Literature Review  The amount of literature and analysis on the financial viability of integrating resid ential PV into the urban areas of  Alaska is limited. T here are significant researches on international, national, and rural PV applications. T here is not",Missing,,,46.3144754,11.0480288
8,"HUMAN ERROR, THE CAUSE OF MAJOR INCIDENTS THATOCCURRED WITHIN THE OFFSHORE OIL AND GAS INDUSTRY",Missing,"Human error, Offshore Oil and Gas industry, Major incidents, Root Cause, Human error evaluation framework. ","Human performance and behaviour are viewed as contributing factors in most accidents within process plants.  If the  rate of accidents occurrences is to be reduced, Gambetti et al (2012) advises that human factors be better understood  and that understanding be broadly applied. The main objective of this research study is to investigate whether human  error is the cause of major incidents that occur red within the offshore oil and gas industry. The investigation is  conducted via a human error evaluation framework that is developed by the research team, specific to analysing  incident’s causes within the offshore oil and gas industry. The secondary aim of this research is to investigate whether  the propositioned human error evaluation framework is an adequate tool in conducting an incident investigation, with  the aim of finding the cause of the incident. A total of eight case studies are evaluated via a human error evaluation  framework in order to determine specific causes. The results indicate that most incidents that occurred within the  offshore oil and gas industry are due to specific factors, namely management systems; work environment and human  factors. The results from the evaluation indicates that management systems are accountable for 47% of offshore oil  and gas incidents, while work environment factors are responsible for 27% of incidents of offshore oil and gas  industry. Human factors is responsi ble for 27% of offshore oil and gas incidents. To successfully address human  failure issues, it is recommended that a human factors approach be taken by oil and gas organisations.   Keywords:  Human error, Offshore Oil and Gas industry, Major incidents, Root Cause, Human error evaluation framework.  Introduction  Organisations are regulated by following previously designed strategies and operate according to processes carried  out on the basis of resources available. These processes and strategies are complex systems that assimilate workers,  environment and plants. Carpitella et al (2018) emphasise that it is very crucial to mutually adapt and balance the  processes and strategies, because they assist in identifying near misses and prevent accidents and occupational disease  within the workplaces. The theory of human management system (HMS) is important under this issue (Carpitella,  Carpitella, Certa, & Benitez, 2018)  Choe (2015) cautions that it is neither convenient nor possible, to t otally eliminate human contribution to a  process, even though a high degree of automation is practised, such as in many manufacturing industries (Choe, Tew,  & Tong, 2015). Industries that produce high volumes may consider computers and machines  because they are more  reliable and faster in compared with humans Automation is considered more reliable and faster than humans, as it is  not affected by physical and psychological  factors such as stress health, mood and age  (Carpitella, Carpitella, Certa,  & Benitez, 2018).  Aim and Objective  Currently there exist several tools and methods that are used to investigate incidents within the offshore oil and gas  fraternity, all with the aim of determining the cau se of the incident. An approach that is considered to investigate an  incident is depended on the type of incident and consequence it has in terms of people, environment, asset damage  and the reputation of the organisation. The first objective of this study is to determine what methods are currently used  globally to investigate incidents, with an aim of establishing causes. The second objective is to develop a framework  that can be used to determine the causes of incidents within the offshore oil and gas ind ustry. The third part of this  research is to determine the causes of incidents that occurred within the offshore oil and gas industry. The forth part",Missing,,,46.3144754,11.0480288
9,EXPLORING INFORMATION LITERACY IN THE CONTEXT OF THEATTENTION ECONOMY: A HEURISTIC-BASED FRAMEWORK FORATTITUDE CERTAINTY,Missing,"Heuristics, certainty, information literacy, attention economy ","By nature of their immersion in the attention economy, digital natives are subject to persistent, pervasive priming and  due to the associated commoditization of time and relevance, are subject to making decisions in an environment of  higher cognitive loading and decreased motivation.  This emerging paradigm affects information literacy and  necessitates a reevaluation of the framework for the development of certainty.  This article describes a new framework  for understanding the development of at titude certainty within the attention economy  and discusses preliminary,  qualitative research examining decision making among digit al natives.  Data indicate attitude certainty appraisals  within this demographic are less consistent with systematic appraisals of previous models and more consistent with  socially influenced heuristic cues .  The heuristic -based framework (HBF) for attitud e certainty not only extends  current theory but also synthesizes multi -disciplinary research in an attempt to explicate these decision patterns and  strategies.  Data suggest many implications for theory including preparing engineering managers and business leaders  to build and manage digitally enabled cultures and as a basis for pedagogical intervention.   Keywords  Heuristics, certainty, information literacy, attention economy  Introduction  The rapid proliferation of digital communication, e -commerce, and social networking have enabled the increase in  both the amount of information available and the tools and processes for locating and assessing the veracity of that  information.  This poses new and unique challenges for engineering managers.  While the current body of knowledge  is rich in research on the systematic development of attitude certainty, it is underdeveloped with respect to the role of  the unique heuristic patterns of digital natives in the development of attitude certainty.  The problem is that credibility  researchers have embraced the implicatio ns of a web -enabled demographic, but despite a high degree of conceptual  isomorphism, there is little evidence of taking the next logical step to the development of certainty in this same  demographic.  This is concerning for two reasons:  (1) because heuristics are a pervasive and significant element of  human information processing and decision- making and (2) online information proliferation changes the frequency  with which we make credibility (certainty) decisions (Metzger & Flanagin, 2013) . Now more than ever, it is critical  to extend information literacy research on the use of heuristics to the development of certainty.  This study proposes  a framework that reflects the emerging paradigm regarding attitude certainty .  The heuristic-based framework (HBF)  for attitude certainty combines the principles of information literacy, heuristics and attitude certainty to elucidate the  decision-making trends and strategies of a demographic attempting to process information within a bounded rationality  and through the filter of the attention economy.  In addition to a brief review of the state of the current literature,  findings from a recent pilot study are presented to illustrate the  types of heuri stics that engineering students  within  this demographic use when determining certainty and how those heuristics support the proposed framework. We end  with a précis of the ongoing and future research needed to better understand the role and influence of cognitive  heuristics on the development of attitude certainty in the digital media environment.        A Review of the Current Research  Psychological and decision theory research has focused primarily on the development of attitude certainty through  appraisals of information accuracy, relevance, and legitimacy while communication and information science literature  has similarly focused  on the credibility of information, with an emphasis on believability of me ssages rather than",Missing,,,46.3144754,11.0480288
