,Title,email,KeyWords,Abstract,domain,Institution,Country,Latitude,Longitude
0,GLOBALIZATION AND COMMODITY PRICING: A CRITICAL VIEW,@me.com,"Globalization, Commodity, Emerging, Economies, Prices, Trade. ","Advent of globalization has brought benefits of varying proportions to consumers and countries irrespective of  geographical locations. Consumers have benefitted from relatively cheap products that would have been otherwise  remaining out of reach . Countries have penetrated markets that would have otherwise being closed to trades.  Prosperity from globalization has permeated the lives of individuals and comm unities across the globe from China  to Chile, Australia to Argentina: consumers basked in prosperity largely due to globalization. Globalize trade is  beneficial in varieties of ways. For instance, it provides alternatives, and creates larger markets which promote  specialization and lower cost. Over the years international trade has integrated developing and or emerging  economies into the global economy , though extent and pace of integration differed among the economies and  regions.   This paper examines the influence of globalization on trade integration and commodity pricing. Is there a  correlation between the commodity  pricing and globalization? What are the interacting variables influencing the  relationship? These and other critical questions will be examined; challenges and opportunities will be discussed.     Keywords  Globalization, Commodity, Emerging, Economies, Prices, Trade.    Introduction  Commodities are globally traded and most commodities serve as raw materials to variety of products which are  consumed across the globe. Establishment of minimum standards in commodity trading provide requisite premise  for uniformity irrespective of country  of origin of the commodity. For example, oil, copper, soybean, cocoa, coffee,  steel, etc. are globally traded commodities with minimum acceptable standard -  quality may vary slightly but the  uniformity of standard is never in doubt.   Commodity dependent e conomies are mostly developing countries (or emerging economies) that relies on  commodity export for its foreign exchange resource –  such economies includes the likes Saudi Arabia, Brazil,  Russia, South Africa, Nigeria, Australia, Argentina, Kazakhstan, Ku wait, Qatar, Oman, UAE, Malaysia, Indonesia  to mention a few.   Globalization of the world economy , volatility in c ommodity price s, coupled with increasing commodity  markets liberalization  have led to profound changes that seriously affect the weaker econom ies of the developing  countries, such as those mentioned above . Fluctuations in c ommodity prices have a significant negative effect on  economic growth, social development, financial resources, and income distribution, among others. All of which may  result in increasing inequality and or poverty (decreasing funding for education and health, for example) – leading to  social unrest and political instability.  Prior unsuccessful attempts to deal with commodity price fluctuations relied on stabilization schemes set up  in the context of international commodity agreements  (typical is Lomé Convention 1 through IV) .  Globalization of  commodity markets and the lowering of trade barriers, along with priorities  that focused on sustainable development  and poverty alleviation, call for a more innovative approach to commodity pricing risk management. Failure (even  after 14 years) of World Trade Organization  (WTO) Doha round of  negotiations further exacerbated the situation.  Frustrations with the failure of the Doha  round have led to series of bilateral and regional trade deals. For example,  the United States recently concluded the Trans -Pacific Partnership with eleven other countries (including Canada,  Japan, and Vietnam among others). In addition, America and the E uropean Union are negotiating the Transatlantic  Trade and Investment Partnership. China, which is not part of the Trans -Pacific Partnership, is signing series of  bilateral and regional agreements.  Regional agreements, while providing unique collaborative o pportunities can easily become a new tool for  trade segregation, dividing the world into different trading blocs with different rules on issues like labor, ",me.com,,,46.3144754,11.0480288
1,HUMAN OPINION COUNTS-MAKING DECISIONS IN CRITICALSITUATIONS WHEN WORKING WITH HIGHLY AUTOMATEDSYSTEMS,Missing,"Decision-Making, Governance, Automation, Cockpit, Pilot Survey ","Flight deck automation has improved the safety and efficiency of commercial aviation , but a broad consensus has   developed over the last 30 years that this technology is deficient in some areas.   Pioneering research by Edwards,  Billings, Wiener, Sarter, Woods, and  Degani indicated flight deck automation development has focused on the  technology rather than the human element, resulting in multiple cases of pilot- automation interactions adversely  impacting decision -making and contributing to loss of life and aircraft.   (Air France Flight 447, 2009; Turkish  Airlines Flight 1951, 2009; Asiana Flight 214, 2013, and others ).  More research is needed to address this gap and  improve pilot-automation decision governance.  Our research seeks to address such questions as:   (1) Do pilots trust  and rely on current automated cockpit systems?  (2) Does current cockpit design provide pilots the sufficient amount  of correctly timed feedback to minimize decision risk under time pressure? (3) Do pilots think that automated  cockpit systems should conform to Crew Resource Management (CRM) principles?     This paper reports survey results of 77 pilots from different carriers and geographical regions and holding  various type ratings.   The survey was designed to measure pilot perception of cockpit automation across five  dimensions: trust in cockpit automation, cockpit automation monitoring practices, effectiveness of cockpit  automation interface design, flight automation/company policies, and sufficiency of training in cockpit automation.   Line pilot surveys can guide the empirical research for development of improved cockpit automation wh ich better  supports decision making in complex and dynamic environments, under time pressure.     Keywords  Decision-Making, Governance, Automation, Cockpit, Pilot Survey    Introduction  Commercial air transportation is the safest means of transport (Savage, 2013).  Over the last thirty -five years, the  accident rate has steadily declined.  This is largely attributed to the deployment of more automated flight   management systems in the 1980 s.  While safety has improved, concerns have been raised since the 1990 s about  how these automated systems can sometimes contribute to accident causation (Sarter, Woods & Billings, 1997).  Advances in cockpit automation have taken away the easy parts of the job while making the difficult parts  more difficult (Bainbridge, 1983). Workloads have increased where it was already high and decreased where it was  already low (Wiener 1989). This leaves the pilot, whose reliability is variable, to watch out for things that are not  under their direct control.  People are poor monitors of systems whi ch rarely fail (Bainbridge, 1983; Parasuraman,  Molloy & Singh, 1993)  but this has become the pilot’s role.  The more advanced the automated system, the more  crucial the contribution of the human operator becomes to the successful operation of the system ( Bainbridge, 1983).   Accident and incident reports cite more problems with  human-machine interaction and this gave birth to the  term  “automation surprises” (Sarter, Woods & Billings, 1997; Chialastri, 2012 ).  A Federal Aviation Administration  (FAA) report (The Interfaces between Flightcrews and modern flight deck systems , 1996) cited problems with the  then current automation designs, saying they did not reflect a human centere d approach.  Automated systems are  limited by their  intransigence in many circumst ances (Boy, 2011).  Pilot error is often  the consequence of more  complex issues in the automated systems (Dismukes, Berman & Loukopoulos, 2007).      Case Studies  There are many examples of aircraft accidents that reflect inadequate feedback from automation.   China Airlines  Flight 140 crashed in 1994 while the pilot was trying to land. The take off/go around (TOGA) mode was accidently ",Missing,,,46.3144754,11.0480288
2,RELIABILITY PROJECT OPTIMIZATION:A SOUTH AFRICAN RAIL CASE,@transnet.net,"Transnet, Rail, Projects, Project Reliability, Project Failure, Railway Projects ","The delivery of projects in the rail industry is a challenge. Transnet SOC Ltd (The South African national rail entity)  is the sole bulk freight logistics rail company in South Africa. Transnet Capital Projects (TCP), a division of  Transnet SOC Ltd, acts as a service provider to all the operating divisions of Transnet. TCP projects constantly  failed due to what seemed like project integration challenges.   The purpose of this research is to determine Transnet’s deficiencies and recommend  solutions based on  project management best practice in the field of railway engineering.   This was achieved through the use of a  questionnaire that was designed based on the lessons learnt, via an international best practice review, specific to  railway projects. The research found that the major deficiencies lay within var ious levels within Transnet, specific   issues being people and other issues  being structural and technological . The research recommends a change in the  TCP organizational structure, the re cruitment of rail experts, skills development of project managers, the  introduction of new railway software and the establishment of an Enterprise Project Management Office as potential  international best practice solutions.    Keywords  Transnet, Rail, Projects, Project Reliability, Project Failure, Railway Projects    Introduction and Problem Statement   According to the Project Management Body of Knowledge (PMBOK), “A project is a temporary endeavour  undertaken to create a uniq ue product, service, or result” (Project Management Institute, 2013) . In the conte xt of  railways, numerous organiz ations have applied the PMBOK philosophy in ensuring the successful delivery of rail  projects (Xaba, 2011).   South Africa’s (SA) freight logistics cost are at 12.7% of the cou ntry’s GDP. This is relatively high in  comparison to the rest of the world and can be attributed to the fact that South Africa has about 1% of the world  population, produces 0.4% of the world’s GDP and yet requires more than 2% of global freight in terms of ton - kilometres (Havenga & Simpson, 2013). This has brought about concern with the manner that rail projects are being  executed in SA and the fact that the sole rail bulk freight logistics company in the country has announced a n R300bn  (USD 22bn) capital investment in rail projects over 7 years, calls for even greater concern  (Transnet, 2013).   Transnet SOC Ltd is responsible for the movement of general freight and commodities in South Africa.  Transnet Capital Projects (TCP), a division of Transnet SOC Ltd, is responsible for executing all the Capital Projects  of Transnet’s operating divisions. The operating divisions are Transnet Freight Rail (TFR), Transnet Pipelines,  Transnet Property, Transnet National Port Authority, Transnet Port Terminals and Transnet Engineering.   TFR is responsible for all the railway operations and maintenance within Transnet but with rail project,  TCP acts as a service provider to TFR.    The Transnet Strategy  Brian Molefe, The Transnet Chief Executive Officer (CEO) stated the foll owing, “We are poised to become one of  the world’s largest freight logistics groups. The Market Demand Strategy projects Transnet’s revenue grow from  R46bn in 2011/12 to R128bn in 2018/19”  (Transnet, 2013). Transnet embarked on the biggest project to date, this is  known as the R300bn Market Demand Strategy (MDS) which aims to boost infrastructure development, job creation   and investment in South Africa (Transnet, 2013).   ",transnet.net,,,46.3144754,11.0480288
3,OPTIMAL DECISIONS FOR VOLUME DISCOUNTED GROUPPURCHASING WITH TRANSPORTATION PLANNING,@uncc.edu,"Group purchasing, quantity discount, transportation planning, logistics, supply chain, optimization, mathematical ","Group Purchasing (GP) is a procurement strategy that can be deployed by businesses in different industries for  purchasing input material or service for a lower price by leveraging the negotiation power through aggregation of their  demands. It can help small as well as big companies to save on purchasing cost which can lead to higher benefit. In  the process of GP, the suppliers send their price curves to the GP agent who decides about purchasing plan; such that  the total purchasing cost is minimized. Besides procurement, transportation cost is a vital factor in determining the  competitiveness of a business. The GP agent can ele vate the benefit to customers by taking into account the  transportation planning problem in the GP decision making problem and use the aggregated order size to plan for the  transportation of material from suppliers to customers. In this research, we study optimal decisions for the procurement  of materials as well as the transportation, simultaneously to minimize related costs. We develop mixed integer linear  programs to model different transportation strategies and present numerical results under various GP scenarios.    Keywords  Group purchasing, quantity discount, transportation planning, logistics, supply chain, optimization, mathematical  modelling.    Introduction  In this paper the GP problem will be a ddressed along with the transportation problem  as a value added service in the  supply chain. Some suppliers may offer quantity discounts for their products; in GP the buyer’s demand is aggregated  to benefit from this discount opportunity. The GP agent has the task of managing the customers, dealing wi th the  suppliers and making the decision for purchasing quantity from each supplier. GP is used in both business to business  (B2B) and business to customer (B2C) environment (Chen & Roma, 2011) .   The literature in GP has addressed the economic effect of GP on different members of the supply chain, and  the decision making on purchasing quantity from different suppliers(Chen & Roma, 2011; Davenport & Kalagnanam,  2002; Ozelkan E. C., Geismar,  & Srikandarajah, 2003; Ozelkan, 2006; Van Horne, xd, & rge, 2013; Zhou & Xie,  2014). Transportation can be an important component of the total procurement cost; e.g. up to more than 15% of the  total procurement cost in some industries such as the food industry (Edwards, 1970) . Therefore, it is important to  consider the distance between the suppliers and customers when deciding about GP quantities as some suppliers might  have lower prices while the transportation cost might be a limiting factor.  In the next  section the relevant literature in GP and transportation planning will be reviewed. Then three  transportation strategies will be proposed and modelled in a GP framework. Numerical analysis under different  scenarios will be presented in the third section. The last section includes a summary, conclusions and future research  extensions.    Literature  GP Literature can be categorized in two general classes depending on the diversity and  volume of the products that  are considered in the model. Combinatorial model s typically consider short term supply of several types of products  (Davenport & Kalagnanam, 2002) in which each supplier can offer a single product or a bundle of different products  at a special price. The problem becomes identification of optimal  bundles to address customer demand . Volume - discounted models, which are studied in this paper involves one type of product to be provided for the customers. Due  to the high volume of the demand in these type of GP problems each supplier may provide a portion of total demand  due to limited capacity (Davenport & Kalagnanam, 2002). ",uncc.edu,University of North Carolina at Charlotte,United States,35.311795,-80.741203
4,M,Missing,,,Missing,,,46.3144754,11.0480288
5,MATERIAL DELIVERY TRANSFORMATION OF A FREEZER PLANT,@stcloudstate.edu,"Forklift elimination, material delivery, a freezer plant ","Forklift free strategy is widely embraced in the industry due to its efficiency and safety factors in material handling in  industrial manufacturing. A project was undertaken at a freezer manufacturing plant to implement such a forklift-free  strategy. The goal of the project was to transform the material delivery method of an assembly line and replace one  of the forklifts with a tugger -trailer. A scientific basis of replacing the forklifts with tugger -trailers combination was  provided in the first place by analysis of the pros and cons of  the selection of tugger -trailer among other material  handling transportation facilities in the system. With a foundation laid, the project methodology was detailed with a  sequential procedure of 4 phases focused on material delivery mapping, part selection, workload balancing through  time-motion study and customized carts design. As a result of the study, customized cart order, feeding spots and  carts’ quantity confirmation system were implemented. The project was completed  with a plan of eliminating  forklifts completely for the sake of safety and delivery efficiency.    Keywords  Forklift elimination, material delivery, a freezer plant    Introduction  This article will document a project of  forklift elimination practice in a freezer  manufacturing plant. The forklift  safety concern will be introduced  in the first place followed by  analysis of alternatives of industrial trucks’ material  delivery. With basis set, the comparison of tu gger-trailer and forklift delivery will be detailed to justify the strategy  of replacing forklifts with tugger -trailers. The remainder of this article will elaborate on  several stages adopted to  plan and implement the forklift elimination strategy.     Forklift safety concerns   Every year hundreds of accidents spring up  from forklifts globally. Federal Occupational Safety and Health  Administration estimates that “in the United States alone, there are nearly 100 worker fatalities and another 20,000  seriously injured in forklift-related incidents annually” (Henshaw, 2004, para. 6).  Nevertheless, National Institute of  Standards and Technology stated that “110,000 forklifts accidents each year and $ 135 million immediate costs are  incurred due to forklift accidents ” (Bostelman, 2009, p. 1). Consequentially, manufacturing costs rise due to  compensation for workers and factory’s operating environment. Forklift operating environments are characterized by  the presence of pedestrians, blind spots, narrow aisles, and building columns, the need for  both indoor and outdoor  use, and 24 hours per day operations, and chances of tight turning radii. Among all, visibility and pedestrian -forklift  interaction topped concerns in the freezer  manufacturing plant. The combination of th e forklift operator enclosure,  forklift mast assembly and the forklift load result in a  limited visibility for forklift operators and the resulting blind  spots are the culprits of potential accid ents. According to the 2014 edition of Injury Facts from the National Safety  Council, “66 workers died as a result of operating or working near a forklift. A forklift was a secondary source of  fatal injuries for an additional 24 workers . These injuries often occur to workers who are walking or working near  forklifts, and who are not seen by the trained forklift operator.” (Stewart, 2014, para. 4).        ",stcloudstate.edu,Saint Cloud State University,United States,45.55139,-94.14833
6,A FUZZY PROGRAMMING APPROACH FOR AGGREGATEPRODUCTION PLANNING WITH FLEXIBLE REQUIREMENT PROFILE,@uncc.edu,"Aggregate production planning,  Flexible requirement profile , Fuzzy mathematical programming, mixed integer ","Aggregate production planning in a multi-period setting, involves determination of production quantities, workforce ,  and inventory levels for a selected planning horizon. Due to the uncertainty of some planning parameters such as  demand and costs, generation of a stable plan may be a challenge, which  would result in nervousness in the  organization and a state of instability throughout the supply chain. In this paper, a Flexible Requirement Profile  (FRP) based fuzzy aggregate production planning model is investigated to deal with uncertainties and for creating  stable plans for mitigating “plan nervousness ”. This planning technique  considers flexible upper and lower bounds  for production levels of periods ahead. We consider a cost minimization fuzzy optimization model with a fuzzy  objective function and fuzzy constraints. The problem is solved using  a max-min optimization method considering  aspiration levels of fuzzy membership functions . Preliminary results show t hat the fuzzy model is promising,  resulting in  lower planning cost and higher stability compa red to non- fuzzy and the traditional non -FRP based  models for a textile industry data set.     Keywords  Aggregate production planning,  Flexible requirement profile , Fuzzy mathematical programming, mixed integer  programming.    Introduction  In production-based industries, development of an appropriate production plan is of high importance, as it could be  used for cost, workforce, inventory and all capacity related estimations in the immediate and near future. However,   as an inevitable part of each planning problem, uncertainty of demand and cost estimations, could lead to lack of  planning stability in production environments. In addition, frequent adjustments to the production plans can lead to  increase in production and inventory/shortage costs, reduced productivity, lower customer service levels, and a state  of nervousness and confusion (Demirel, 2014). Several techniques have been proposed for dealing with planning  instability; for example, frozen horizon technique considers a frozen planning period during which no change to the  available plan is allowed. One big issue related to this technique is that it may not be as responsive to changing  demand and consequently could lead to inventory pile -ups or shortage s. In industries where the customers are of  high importance or where a wide range of different products are produced, this issue can be even more serious   (Demirel, 2014). Another technique is consideration of inventory safety buffers for reducing the effect of demand  uncertainties. This approach is often criticized for increased holding cost and potential for obsolete products for  short shelf l ife products.  (Costanza,1996) and (Srinivasan, 2004) introduced an alternative approach, called  the  Flexible Requirement Profiles (FRP), which enforces flexible bounds for production levels in different periods, and  hence, production amounts could change within the calculated upper and lower bounds, which is expected to  improve the production  stability. This paper utilizes the FRP concept in a mathematical production planning  optimization model. Our research not only utilizes the FRP approach for reducing nervousness due to the planning  uncertainty in form of a mixed integer linear programming model , it also incorporates the uncertainty of model  parameters such as  demand and cost, using fuzzy logic . As will be elaborated in subsequent sections fuzzy logic   considers interval values for each uncertain parameter, defined by a specific membership function.   The rest of this paper is organized as follows: next section  represents the literature review o n FRP and  aggregate production planning with fuzzy uncertainty, while our model formulation and fuzziness discussion are ",uncc.edu,University of North Carolina at Charlotte,United States,35.30649445,-80.73497049689712
7,LONG-TERM PROGRAM PLANNING: A WEIGHTED SUM MAKE-SPANMINIMIZATION,@uncc.edu,"Program planning, Rolling horizon planning, Multi-project, Deliverable items. ","In long-term program planning and management, p rograms consist of  multiple projects (with precedence relations  among some of them) such that each set of projects may lead to a specific deliverable item to be delivered in related  phases of the program.  Due to uncertainty and the long make -span (total duration) of the pr ograms, it is not logical  to do the detailed scheduling for all the phases  The objective of this paper is to develop a more realistic overall plan  for the whole make -span to determine overall start and finish times  of the deliverable items and projects for  the  different phases and then to elaborate on the nearest phase (the main idea behind rolling horizon planning) . The  advantage of this approach it that the remaining work later can be revised based on the implementation  progress of  the program.  This paper presents an optimization for an integer programming model of  planning the whole program  considering different deliverable items, item -related projects  for each deliverable, precedence relations among  projects, and desired finish time for deliverable items based on the phases they are assigned to. A real-life case of a  wastewater recycling program in Iran  is used for this model here to illustrate the methodology and to show that t he  overall plan can be utilized as a baseline for further det ailed scheduling and it can also be re-planned, if needed, in  the future.    Keywords  Program planning, Rolling horizon planning, Multi-project, Deliverable items.    Introduction  Programs consist of multi -projects, which require a great amount of money to be invested  for long- term running of  these related projects. According to PMI (Project Management Institut e, PMI, 2016)), programs are defined as a set  of related projects to be run for gaining the outputs not achievable from running each project individuall y. Some  examples of programs include constructing a dam, a power plant, an airplane, aircraft, and even comprehensive  R&D programs (Bendoly , Smith & Bachrach, 2010). Programs are conceptually different from both projects and  portfolios of projects. Most importantly,  programs consist of multiple related projects, hence they are different from  single projects. In a portfolio of projects, the projects are not necessarily related, but they might just be dependent on  some resources in common. In programs, on the other hand , the projects are related to each other through  precedence relations and also through the desirable outcomes , which form the ultimate goal of running the whole  program.   Efficient project execution is a key business objective in many domains , and particularly in capital projects  in the industries (Young & Samson, 2008). But before executing the projects, having a reliable baseline plan is an  indispensable part of each project ’s successful implementation  because determination of time, cost, and  required  resources for running the project is  only possible while having a baseline plan available  (Herroelen & Leus, 2004).  While it is emphasized to develop a baseline plan, it is also necessary to keep in mind that unexpected disruptions  might happen during each project implementation,  which sometimes result s in noticeable biases from the main  baseline. The reasons why these disruptions might happen are: (1) the suppliers` performance is unreliable, (2) the  amount of effort needed for implementing eac h activity may not be completely known, (3) activity duration  estimation is not easy, (4) it is not always easy to determine the exact level of available resources, and so on. This  concern is more dramatic when program needs to be implemented compared to a  single project or a small multi - project network implementation. The programs are implemented for a longer period of time,  and a huge amount of  money and effort are needed for running them. As disruptions may happen during the program implementation, it is   absurd to have a detailed plan for the whole program life time horizon. In other words, it is more advisable to do an ",uncc.edu,University of North Carolina at Charlotte,United States,35.30649445,-80.73497049689712
8,REVERSE LOGISTICS FRAMEWORK FOR PET BOTTLES,@gmail.com,"Reverse Logistics, PET Waste Bottles, Recycling, Waste Management ","Reverse logistics (RL) is an engineering strategy used by manufacturing companies to develop environmental  sustainability through recycling. The result of not having appropriate legislation and frameworks  in Zambia, specific  to RL for plastic bottles, huge volumes of Polyethylene Terephthalate (PET) bottles are dum ped on the  Environment.  Only 30% of the waste generated, in Zambia, is collected for disposal in dumpsites and the remaining  70% is not recovered. Of the 30% waste collected, there is no data to indicate the exact amount of PET bottles  disposed.   This paper focuses on analyzing RL activities performed by beverage manufacturing companies in  conjunction with community involvement. Examining the regulat ions set by the regulatory bodies in monitoring  waste management issues. Three separate questionnaires are issued, one for the beverage companies, one for the  regulatory body and one for the municipality. Structured interviews and direct observations were also used. The  results indicate that, RL of PET bottles is not practiced by the beverage companies. However the companies  recognize the importance of recycling PET plastic bottles and have printed symbols of recycling on their bottles.  Measures taken to pr otect the environment indicate regulations from the regulatory body are in place though not  effectively enforced on PET plastic waste This paper focuses on analyzing the data collected via the three tier  questionnaires and providing some insights into opti ons to implement RL, within the Zambian constraints. A  Container Deposit logistics Refund Legislation (CDRL) framework was developed and proposed for use in the  recovery of PET bottles and any other recyclables    Keywords  Reverse Logistics, PET Waste Bottles, Recycling, Waste Management    Introduction  Several million tonnes of plastics produced every year are used for packaging materials and almost any type of  consumer product (Papong, Malakul, Trungkavashirakun, Wenunun, Chom -in, Nithitanakul, 2014; Blanco , 2014).  Post initial use, packaging material (PET bottles) become waste which is later disposed to the environment. With the  global consumption of Polyethylene Terephthalate (PET) packaging forecasted to reach 19.1 million tonnes by 2017,  with a 5.2% increa se per annum between 2012 and 2017 (Smithers Pira organization, 2012). Bottles for water,  carbonated soft drinks, and other beverages account for 83 –84% of global PET resin demand (Information Handling  Services, 2012). The huge increase in plastic consumption, has led to various issues such as environmental pollution,  health concerns for scavengers and low utilization for this reclaimed waste (Michiko, 2004). According to Rubio,  Chamorro & Miranda (2008), research on strategic aspects of reverse logistics i s scarce. Besides, very few attempts  in the supply chain research area are conducted to study reverse and recycling supply chains (Wong 2010).  Formigoni and Rodrigues (2009), and Coelho (2011) studied the recycling collection system and found that PET  bottles in Brazil are entirely recycled by informal sectors, and that the main problem of the reverse chain is selective  collection. Zhang and Wen (2014) studied the consumption and recycling of collection system of PET bottles and  find that, 90% of the post consumed PET bottles were collected by the informal collectors and were reprocessed by  small factories and the main problem was merging the two sectors ( informal and formal) into the formal sector. The  Smithers Pira organization (2012) report, which forecasted global PET packaging usage in 2017, found that  collection and recycling are key issues along the PET supply chain even though there seems to be a lack of emphasis  and research on the management of the End of Life (EoL) of disposable soft drink plastic bottles (WRAP, 2009c). ",gmail.com,,,46.3144754,11.0480288
9,ERP IMPLEMENTATION PITFALLS: HOW TO CONTROL AND AVOIDTHEM.,@itesm.mx, ,"Nowadays companies are embedded in an increasingly dynamic and more challenging environment than ever before.  The ability to obtain real time data from cu stomers, consumer trends, global financials and market information,  provides them with valuable inputs (that if used properly) will allow them to obtain larger market share, increase  profits for the shareholders and be more efficient and responsive to chan ges, thus strengthening their competitive  skills.   From an information systems and process perspective this translates, for the organizations into have a more  integrated and streamlined operation that allows them to have a better use of information than tr iggers the decision  making process and flows throughout every step in the operation if the company.  By using and implementing ERP´s  (Enterprise Resources Planning) they improve their key performance indicators and optimize the resources  management in sync with the market. These implementations differ from company to company and I can find out  pitfalls at each company that can be documented and shared so that new companies can consider and avoid for future  ERP implementations.  The purpose of this paper is t o collect and present ERP pitfalls and success factors and how they can be  avoided by applying ERP implementation best practices. The results were obtained of a large manufacturing  company´s ERP implementation, called Company MX. After the continuous improvement journey some lessons were  learned and several best practices were defined, now these are exported to other companies of the same brand in order  to have more successful ERP implementations. The survey was based on interviews with the project leaders,  people  involved in the project of different departments  called process owners , and internal and external consultants of this  ERP implementation process. In my case I was an external consultant in some parts of the full ERP implementation  process at compan y MX working with the SME´s (Subject Matter Experts) . The theoretical framework is based on  ERP philosophy and Supply Chain Management (SCM).    Keywords    Enterprise Resources Planning (ERP), integration, pitfalls, best practices.    Introduction    Nowadays, companies are immersed in a strong competition where integration among their processes could be a  success factor. ERP is a strong tool to achieve this integration. ERP is a philosophy which tries to fully operate an  enterprise in conjunction with  the environment, there needs to be distributed applications for planning, scheduling,  manufacturing, logistics, costing, and so on to the multiple layers of the organization: work centres, sites, divisions,  and the whole corporation.  Multiple languages an d currencies are also being included for global applications (Moctezuma, 2000).  According to APICS Dictionary, another definition of ERP can be: “Framework for organizing, defining, and  standardizing the business processes necessary to effectively plan and control an organization so the organization can  use its internal knowledge to seek external advantage”. The problem is that the implementation of this philosophy is  a hard journey, where a company must invest a lot of resources such as money, time, and people. For this reason it is  important to assess the right mix of people, knowledge, training, leadership and timeline to avoid implementation  pitfalls that will translate into a larger costs and additional resources.   There are several companies that have implemented an ERP system successfully, so companies can take  advantage of those lessons learned to avoid ERP implementation pitfalls. Also there are several success factors that  companies have put in place, we can call them best practices. Originally, ERP  gives companies two major benefits  that did not exist in the days of non-integrated (although interfaced) departmental systems (Dillon, 1999):  ",itesm.mx,Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM),Mexico,25.6516,-100.2895
