,Title,email,KeyWords,Abstract,domain,Institution,Country,Latitude,Longitude
0,NETWORK ANALYSIS FOR THE SCHEDULING OF A BUS ROUTE:CYRIDE CASE STUDY,@gmail.com,"Network Analysis, Optimization, Operations and Supply Chain Management. ","This study aims to apply the concept of network flow in a real life problem. The application has been made by working  on a transport organization called CyRide, the bus network in Ames, IA, in the US. The study has been conducted on  two routes of CyRide called route numbers 6 and 6A. Both these routes basically cover the same roads and stops, but  at different times. Hence they both could be considered tog ether as a single route. This study focused on minimizing  the number of drivers working on this route. This study is defined as a scheduling problem that must be solved to  ensure optimum utilization of the organization’s resources. In this study, a network  model has been developed to  address the scheduling problem of a CyRide route so that the model can be solved using a shortest path algorithm.  System of difference constraints has been followed to develop the model. Real -life data has been used in the mode l  and the model has been solved using Excel Solver as optimization software. By knowing the optima l number of  drivers, the scheduling performance should be improved. This will lead to lowering the operating cost of CyRide.    Keywords  Network Analysis, Optimization, Operations and Supply Chain Management.    Introduction  Any organization needs to use scheduling for the optimum utilization of its resources. For example, a manufacturing  firm needs to schedule its production processes to optimize the use of its machines (production scheduling); a transport  organization needs to schedule its vehicles so that it can cover all the routes efficiently (vehicle scheduling); and a  health-care facility needs to schedule its doctors and nurses in order to meet the needs of the patients (staff scheduling).  Techniques of network flow can improve the performance of different types of scheduling significantly. Thus, this  project will be based on one of the three common types of scheduling: i) production scheduling by a manufac turing  firm, ii) vehicle scheduling by a transport organization, and iii) staff scheduling by a health -care facility.   Scheduling entails many different kinds of issues such as scheduling for people, machines, vehicles, and /or  places. Each of these types o f scheduling can be further divided into subtypes. For example, scheduling for people  could be further divided into scheduling of employees such as drivers, factory workers , and telephone operators  or  scheduling of customers such as patient.   Nowadays, employee scheduling is one of the most important issues in any organization . This is because  today’s management not only wants the organization to work effectively, but they also want to get the best schedule  to improve the organizational efficiency . An optimum scheduling of the employees can reduce the wastage of time  and other resources leading to the maximization of profit (Ernst et al., 2004).   In this study, we investigate the application of network modeling for the scheduling of drivers. Particularly,  we apply the concept of minimum cost network for the scheduling of CyRide routes in order to minimize the number  of drivers for the targeted route(s). It is expected that this study will reveal some interesting insights, which will be ",gmail.com,,,46.3144754,11.0480288
1,ASSESSING GRADUATE PROGRAMS IN ENGINEERINGMANAGEMENT,@usma.edu,"Engineering Education, Assessment, Graduate Education ","Most assessment in engineering education is driven by ABET and to a lesser extent regional accreditation.  Therefore,  assessing student outcomes and learning objectives is the focus of most  university assessment systems.  However,  nontraditional, customer driven executive education (to include online) assessment systems must e nsure quality  expectations are being met with a focus on  customer satisfaction  using a quantitative and sustainable assessment  methodology.  T his paper address es what needs to be assessed for customer satisfaction such  as content, customer  service, faculty, facilities, etc.  We will also present several scoring methodologies, along with pros and cons,  as the  best means to track and score assessment data  along with candidate questions to ensure stakeholder satisfaction is  being properly captured.  Like any expensive high-end product, professional graduate programs must maintain a high  level of customer satisfaction.  This paper is meant to present a set of criteria, questions, process es, and scoring  methodology for that purpose.     Keywords  Engineering Education, Assessment, Graduate Education    Introduction  Few will argue that the landscape of engineering and thus engineering education is changing.  With the emergence of  online learning, for profit universities, massive open online courses or (MOOCs), professional degrees at the post  masters taught in nontraditional formats, onsite delivery, etc. , universities must evolve and adapt to  market forces.   Engineering management (EM), much like the Masters of Business Adminis tration (MBA) programs, is especially  susceptible to these market forces because of their customers, role within a university, and their nontraditional legacy.  As shown by the systemigram in Exhibit 1, long gone are the days of traditional graduate programs taught on campus  in a lecture format.  Map the  current educational  landscape onto the evolving nature of engineering (see Exhibits 2 and 3),  graduate engineering education has become complex and segregated into research and customer driven programs.   Even the traditional Tier I research focused universities have developed nontraditional formats with a target audience  of the working professional. These customer driven programs must deliver relevant and connect content, be flexible,  and meet the customers’ needs in terms of delivery, content, and cost.     ",usma.edu,United States Military Academy,United States,41.3927227,-73.95986305044411
2,APPLICATION OF LEAN SIX SIGMA TO REDUCE REPEATEDHANDLING OF MATERIAL AT TOBYHANNA ARMY DEPOT,@usma.edu,"Lean Six Sigma, process improvement, repeated materials ","The Tobyhanna Army Depot (TYAD) focuses on the maintenance and support of command and control systems across  the Department of Defense (DoD).  Lean Six Sigma (LSS) uses the Define -Measure-Analyze-Improve-Control  (DMAIC) process to facilitate improvement in TYAD’s fabrication of components by eliminating waste and  streamlining manufacturing.  The United States Military Academy’s (USMA)  LSS capstone team partnered with  TYAD Directorate of Continuous  Process Improvement on a Lean Six Sigma project to evaluate and reduce the  repeated handling of raw materials and end items associated with the Machining Branch which contribute to high  transportation and storage co sts.  The application of  DMAIC process to a process with low  production volume of a  high variety of products demonstrated the applicability of the LSS process to reduce the number of repeated material  runs for end items and raw materials by 50% in TYAD’s Machine Shop, which resulted in an estimated annual cost  savings of $71,500, while gaining insight on stakeholder interactions.  USMA’s LSS team’s work allowed for an  increase of utilization of LSS for Army applications.    Keywords  Lean Six Sigma, process improvement, repeated materials    Introduction  The Tobyhanna Army Depot works to provide “full-spectrum logistics support for sustainment , overhaul and repair,  fabrication and manufacturing, engineering design and development, systems integration, Post Production, Software  Support, technology insertion, modification, Foreign Military Sales and Global Field support” (“About Tobyhanna,”  2017).  Tobyhanna focuses on the maintenance and repair of Command, Control, Communications, Computers,  Intelligence, Surveillance and Reconnaissance (C4ISR) systems for all services within the Department of Defense.   Within TYAD, the Depot’s various manufacturing shops seeks to align themselves with the Army’s Office of Business  Transformation (OBT) to reduce waste within the Army, seeking to “make the business side of the Army as efficient  as the war-fighting side is effective” (Schmidt).  USMA’s LSS team employed the DMAIC process to reduce repeated  turn-ins on requested material in the Machine Shop within the manufacturing department. Due to the Depot layout,  which has a significant distance between the warehouse containing the raw materials and  the Machine Shop, there  was a significant cost impact on production due to the repeated moving of materials used for production and excess  material sent back when not fully used. The team’s goal was to streamline and improve the process in order reduce  the costs due to this wasteful movement for the Machine Shop.  The application of the DMAIC process in the Machine  Shop sought to reduce the repeated pick up of raw materials (picks) from the warehouse by 50%, and also considered  practical ways to batch end items together on a single raw material to reduce the repeated picks and returns of materials  that were used on many small production runs.  The application of LSS principles on a production of high variety, low  volume products demonstrated the applicability of the LSS process as it pertains to OBT’s mission to eliminate waste  throughout the DoD.  ",usma.edu,United States Military Academy,United States,41.3927227,-73.95986305044411
3,CREATION OF A DYNAMIC MODEL BASED ON PERFORMANCEINDICATORS OF AN ORGANIZATION,@deacero.com,"Performance, Management, Indicators, System Dynamics. ","The understanding of existing interrelationships between performance indicators within a Performance Measurement  & Management System (PMMS)  is an ongoing topic of research. There have been many attempts to deepen the  understanding of the relationships between performance indicators although this is not always well defined in  PMMS methodologies. This paper presents a structured approach for quantitatively establishing these  interrelationships based on a current set of indicators of an organ ization, through the creation of a dynamic model  that simulates their behavior based on Interpretative Structural Modeling (ISM) , autoregressive exogenous  regression models (ARX) and System D ynamics theory. The procedure also allows the model to represent dynamic  complexity such as delays, feedbacks and nonlinear relationships within a set of performance indicators. This can be  used by companies to model and analyze their performance with an increased understanding about how their  processes and areas are co nnected, thus improving competitiveness by focusing initiatives in the right spot. As a  form of validation the procedure is applied to a  set of indicators related in a preexisting dynamic model to show the  application of the procedure and determine its effectiveness.    Keywords  Performance, Management, Indicators, System Dynamics.    Introduction  A big number of organizations have recurred to Performance Measurement & Management Systems (PMMS) in  order to get a quantitative perspective about how the organizations are reaching their goals that have established for  themselves. In general, the information regarding the pe rformance of an area or proces s is synthesized through one  or more numeric values known as performance indicators (PIs). A branch of th e PMMS literature deals with the  understanding of the existing interrelationships between PIs with the objective to facilitate monitoring, control and  management tasks regarding an area or process , and providing insights about how the interaction s between different  areas and processes affect each other, allowing decision makers to take more informed decisions regarding the  repercussions about how these interactions will impact the organization.   The reliability of a PMMS highly depends in the correct establ ishment of cause and effect relationships  between indicators. Assuming these relations could be mapped, the benefits would be substantial, because it  would  be the starting point of  the problem regarding how performance predictive metrics can be identified (Neely, 1999).  This would allow the reduction in the number of performance indicators being monitored by the organization, the  development of causal relationships between strategic and competitive objectives, the development of causal  relationships between processes and activities, and  could also generate the ability to quantify the interrelationships  between them within the context of a system (Rodriguez, Alfaro, Ortiz, & Verdecho, 2010).   There have been many attempts to find the ca usal relationships between performance indicators although  this is not always well defined in PMMS methodologies. Most research is focused about discussing correlation  conditions rather than causal. For example, cause and effect in a Balanced Score Card is n ot based in statistical  causality tests, but rather in logical assumptions and interdependencies that usually are only based in the personal  beliefs of PMMS users (Yusof et al., 2014). Also, in the research conducted by Bititci & Turner (2000) is mentioned  that the main barriers to an organization’s ability to adopt a more dynamic approach to performance measurement  systems can be sum marized as (1) lack of a structured framework  which allows organizations to differentiate  between i mprovement and control measures  and develop causal relationships between competitive and strategic ",deacero.com,,,46.3144754,11.0480288
4,ETHICAL CRITICAL INFRASTRUCTURE DECISION MAKING INPERPETUAL SUST AINABILITY,@ttu.edu,"Perpetual sustainability, ethical decision making, critical infrastructure  ","Planners and policy makers responsible for various economic establishments such as cities and other resource  conservation districts have an unrecognized ethical responsibility to their constituents: the pursuit of perpetual  sustainability.  Perpetual sustainability involves, as much as is practicable, infinite time horizons on the scientific,  economic, and social components of critical infrastructure decision making.  Failure to resolve long-term sustainability  threats can lead to avoidable disasters that destroy lives and fortunes.  In the early months of 2018 Cape Town, South  Africa, a city of  over four million inhabitants, narrowly e scaped shutting down the municipal water supply system  after its reservoirs fell below 6.5% useable capacity before “Day Zero” was pushed back into 2019.   On the brink of  disaster, Cape Town has taken amazing steps to reduce consumption and buy time but the effort and investment come  too late to mitigate a disaster that experts have identified as years-in-the-making.  Another 11 major cities around the  world are presently under severe water stress but, like Cape Town, local leaders have focused on engineering solutions  to the water crisis: acquiring additional supply or consuming the present supply more efficiently.  These approaches  can be successful but planners must recognize and respect the natural resource limits of their local area and recognize  sustainability-based limits -to-growth far in advance of the taps running dry.  The authors argue, with regard to  sustainability, that “in perpetuity” is the minimum acceptable measure of duration and that perpetual sustainability is  no less than an ethical mandate for natural resources and critical infrastructure decision making.  Keywords  Perpetual sustainability, ethical decision making, critical infrastructure   Introduction  Unsustainable practices, as they concern energy, the environment, or any other natural resource are untenable.  Yet,  while this observation appears to be painfully obvious, it fails to materialize in the practical decision making of water  resource managers.  In violation of common sense, municipalities frequently overlook natural resource av ailability  and reliability as a limit to growth and seldom respond effectively to known threats until crisis is imminent.   In fact,  11 major cities across the globe are presently under severe water stress (BBC News, 2018) but the City of Cape Town  (CCT), South Africa, may be the closest to “Day Zero,” when the municipal water system will have to be shut down.   In fact, on World Water Day, March 22 nd, 2017 , Capetonians were advised that, “with the [water supply] system  standing at 28.6% [capacity], there were officially just 101 days’ supply left,”  (Muller, 2017) and, as of April 23 rd,  2018, the storage has fallen further to 20.0%.  (City of Cape Town, 2018)  If the CCT does reach “Day Zero,” it will be a modern crisis which snuck up on precisely no one.  The issue  was known – or at least could have been known – but remained unmitigated until it was too late to avoid extreme  rationing as a minimum response.  Gleick,  (1996) the authors, and others would argue that the CCT’s extreme level  of rationing already amounts to a disaster; it just remains to be seen how bad it will get. (The Lancet Planetary Health, ",ttu.edu,Texas Tech University,United States,33.59375255,-101.89959552302756
5,MULTI-LEVEL REQUIREMENT MODEL AND ITS IMPLEMENTATIONFOR MEDICAL DEVICE,@iupui.edu,"Requirements, Reusability, Knowledge Management, Medical Devices ","The rapidly improving technologies and changing market needs require a shorter time to market and more diversified  products. The reusability of requirements data becomes more and more important, especially for the medical device  industry. We consider the requirements data as an important part of companies’ knowledge body and classified them  into four levels based on their changing frequency: the regulatory level, the product line level, the product level and  the project level. The auto-injectors, which were relatively simple but had many reconfigurations, were chosen as the  application to implement our multi-level model. There are three major steps in our research approach: (1) to develop  requirements and classify them into different levels; (2) to build requirement templates and develop workflows and  guidelines for using and maintaining the templates; and (3) to test the two templates by using the developed workflow  to create requirement models for a specific auto-injector development project and automatically generate requirement  reports. The results include two auto-injector requirement templates, workflows and guidelines for using and  maintaining the templates, and two automatically generated requirement reports. The conclusions are: (1) a practical  multi-level requirements management model for a medical device—the auto-injector can be developed, and  implemented in different software tools; (2) the workflow and guidelines to support the application and maintenance  of the requirement model can be developed and implemented; (3) requirement documents/reports can be automatically  generated through the software tool by following the workflow; and (4) the new method can improve the reusability  of the requirement model.    Keywords  Requirements, Reusability, Knowledge Management, Medical Devices    Introduction  Requirements describe how the system or product should achieve. While requirement engineering refers to the process  of requirements being analyzed, documented and managed throughout the life cycle, for systems and products.  It is a  foundation stone for product development.(Wohlin, 2005)   Requirement engineering is a complex task, which demands a tremendous amount of work and an enormous  cost.(Doig, 2015)  Rapid improving and developing technologies enable companies to provide varied products to  satisfy the fast-changing customer needs. Instead of developing a new product, reconfigurations to an existing design  become more and more common. Consequently, product-related requirements often get reused, too. However, how to  effectively reuse existing requirement data remains an unanswered question. Some companies are using the “copy and  paste” approach to reuse their requirement documents. However, it is a practice which is  very time-consuming and  highly relies on the experiences of the engineers. Other companies are using an information system, either a standalone  requirement management tool or a module within a larger information platform (for example, a PLM or ERP platform),  to management requirements data. There are two different approaches to use software tools to management  requirements: manage requirement documents and manage requirements as structured items in the database. Managing  requirements as structured ite ms aligned with Model -Based Engineering, which is proved to be able to  raise the  abstraction level in requirement engineering activities .(Aluwihare, Waite, & French, 2014; Gonçalves, Rettberg,  Pereira, & Soares, 2017) . Therefore, it is critical to developing a better approach to model requirements, especially  for software tools, in order to improve the reusability.   Several requirement models are currently used in requirement engineering focusing on developing good  requirements. The goal-oriented model helps to analyze and organize the requirements logically(Arenas, Massonet,  Ponsard, & Aziz, 2015; Bui-Thanh, Willcox, Ghattas, & van Bloemen Waanders, 2007; Horkoff et al., 2016;  Mougouei & Powers, 2016); while the models for requirement engineering process, including the waterfall model, the  spiral model, and the V and W model, are trying to optimize the development process and reduce the risk of ",iupui.edu,Indiana University/Purdue University at Indianapolis,United States,40.4237,-86.9212
6,APPLICATION OF CONTINUOUS IMPROVEMENT METHODS TO ADYNAMIC ENGINEERING LABORATORY ORGANIZATION,@slb.com,,"Many organizations have engineering laboratories that are responsible for various activities, such as failure analysis,  mechanical testing, chemistry, pr oduct evaluation, etc., all of which the final product achieved will be data. This is  analogous to a traditional manufacturing organization that has the purpose of creating a tangible product. The  methodology to increase efficiency and quality of a manufacturing facility can also be applied, analogously, to an  engineering laboratory setting.   This paper delves deeper and explores the necessity to implement continuous improvement techniques and  waste elimination in a dynamic engineering environment.  Introduction  This paper will introduce the benefits that Lean Six Sigma (LSS) and Continuous Improvement (CI) methods can have  when applied to the Engineering Laboratory setting.  LSS and CI principles were developed out of manufacturing best  practices and date back to original concepts introduced by Fredrick Taylor’s Scientific Management philosophy.  When we describe an Engineering Laboratory, we are specifically describing a metallurgical laboratory.  This  type of laboratory specializes in failure analysis, product testing, manufacturing qualification and physical property  tests, such as tensile, yield and abrasion or erosion testing.  The principles in this paper could clearly be applied to  other laboratories, with specific applications being tailored for the specific work.  There are various cultural and organizational reasons that have historically prevented LSS and CI  methods  from being applied in the laboratory setting, which will be described within the paper.  We, as authors,  were faced with a significant  Engineering Management challenge at the start of 2017.   Laboratory backlogs were rapidly increasing due to a rapid improvement in the oil field market after its’ historic down  turn in 2014 -2016.  Our solution was to consider the laboratory product, knowle dge, data  and report  creation, as  equivalent to the physical products produced by a manufacturing center.  Applying LSS and CI principles to an  organization that had previously never had exposure to these ideas generated marked improvement in throughput,  despite the laboratory culture remaining focused on development of technical knowledge and report writing.   Background  In his seminal work “The Principles of Scientific Management, 1911” Fredrick Winslow Taylor laid out a new vision  for organizational efficiency.  Taylor was a key player in the conversion of manufacturing efficiency in the United  States at the start of the industrial revolution . Taylor recognized in his various roles that efficiencies could be gained  by moving away from “artisan” style work, to standardization.  He recognized that repetitive work should be broken  down into separate tasks. Those tasks could be measured and scientific thought could be applied to improve each one.   In so doing, the entire operation becomes  more efficient.  Additionally, by discovering the “one best way” of doing  the task variability between workers was eliminated.  Taylor started applying this philosophy to steel production at the end of the 1800s.  The workers he interacted  with were considered “artisan” at the time, meaning, each worker had discovered the method best for him or her, and  protected that method to defend their value to the organization.  Taylor recognized that if each worker was doing the  same activity a different way, then the organization would see variances in waste and efficiency.  The invention of time studies and standard work by Taylor has become the foundation for nearly all  management and organizational theory since.  His ideas can be seen in Henry Ford’s assembly lines and the modern  matrix organization.   His theory has been termed “reductionism” as it is the process of reducing an activity to the  basic tasks and then working on optimizing those tasks.  LSS and CI ideas and principles would likely not have been  possible without Taylor’s initial groundwork. ",slb.com,,,46.3144754,11.0480288
7,A FOUNDATION FOR SYSTEM SET-BASED DESIGN TRADE-OFFANALYTICS,@uark.edu,"Set-based design, Trade-off Analytics, Decisions Analysis, Analysis of Alternatives, Tradespace Exploration ","Systems designers make design decisions to provide customer value at an affordable cost and manageable risk. Trade- off analysis is an important tool to compare potential design decisions against competing objectives. Designers  evaluate trade-offs for systems, subsystems and components at various levels, such as design parameter versus design  parameter, performance parameter versus performance parameter, or system value versus system cost. In point-based  design (PBD), system designers and systems a nalysts use models and simulations to assess the performance of the  potential system, subsystem, and component concepts to support trade -off analysis. Due to system complex ity and  multiple stakeholders, a PBD best practice for system  trade-off analysis is to use an aggregated value function based  on decision theory, which provides a sound mathematical foundation. Set -based design (SBD) is similar to  conventional PBD approaches, with the exception of explicit consideration of sets of design choices. SBD iden tifies  and evaluates a larger number of points through sets. Each set may include hundreds or thousands of points. Therefore,  SBD has the potential to identify points in sets on the Pareto frontier that may be better than the original PBD points.  This paper will provide insights into SBD quantification literature, describe best practices for SBD trade-off analytics,  and propose new techniques for quantifying SBD trade-off analytics.    Keywords  Set-based design, Trade-off Analytics, Decisions Analysis, Analysis of Alternatives, Tradespace Exploration    Introduction  In the past several years, developing engineered resilient systems has been in the forefront of research for complex  systems due to evolving adversities (Small et al., 2018) . The Department of Defense (DoD) created the Engineering  Resilient Systems (ERS) program to expand resilience research and to help create resilient systems. The DoD  anticipates the ERS program will help improve its analysis of alternatives (AoA) process by incorporating resilience,  as seen in Exhibit 1 (Holland, 2015). This process will help the DoD improve its return on investment by 1) using  tradespace tools and analytics, such as high performance computing, for design space exploration and alternative  comparison, 2) developing and integrat ing analysis capability and workflow, and 3) leveraging the Computational  Research and Engineerin g Acquisition Tools and Environments (CREATE) to perform prototyping, design  verification, and operational testing in a virtual environment (Holland, 2015). ",uark.edu,University of Arkansas - Fayetteville,United States,36.0970389,-94.17033216657404
8,,@gmail.com,"Continuous improvement, front line workers, innovation  ","In the ever increasingly competitive landscape in every industry, companies can no longer afford to underutilize the  innovation potential in contributions from their front -line employees. The unique position of front line workers as a  resource in improveme nt projects allows for more explicit consideration and knowledge of the current state of the  system and an ideal state that needs to be developed. Continuing work from a previous publication, this literature  review is a case study compilation of companies and studies who involved front line workers in improvement efforts.  The comparison between methods and results will provide insight as to what practices are effective for integrating  front line workers into the improvement process. As a compilation the com parison also takes  into consideration  industry, location, and size. Prominent methods of integrating front line workers into continuous improvement efforts  include company culture or management through employee design, job autonomy, and open dialog or a pr ogram  through continued employee education, adapted programs, or company/employee designed programs. Those  companies who successfully utilize front line workers as subject matter experts in improvement efforts aid in  developing a competitive edge by acting as a guiding resource for further integration of front line workers in projects.   Keywords  Continuous improvement, front line workers, innovation   Introduction  A company must continuously improve in order to stay competitive within the ir relative industry. However,  improvement and innovation in current operations  can be costly  (Reeves & Deimler, 2011) . Front line workers are  those employees who perform the work and operate the processes that is closest to providing a product or service to a  customer. Under this definition, f ront line workers who are involved in everyday work of a system serve as subject  matter expert to these processes due to experience and familiarity with the work system . This is a  resource already  possessed by every company and can be utilized as a source for opportunities for improvement, resources for solution  generation, or evaluators for potential solution alternatives. Utilizing front line workers in improvement efforts can be  achieved with many methods and in varying levels of capacity.     However, there is little to no literature on the theory behind utilizing  front line workers as subject matter  experts in the continuous improvement of their respective work system ( Kelly & Sc hell, 2017 ). There are proven  benefits to involving front line workers in designing aspects of their jobs including but not limited to  the sense of  ownership, higher employee well -being and morale, higher performance, and lower counter -productive work  behaviors (Kelly & Schell, 2017 ). The large variation of methods in employee involvement for continuous  improvement only attests to the lack of understanding in best practices for eliciting and utilizing employee  contributions. There are decades of publication in management, human resources, and communication as resources   for any company to either adopt a practice or develop and customize their own (Fairbank, Spangler, & Williams, 2003;  Fell-Carlson, 2004; Barton & Srivastva, 200 2; O’Brien, 1995; Carrier, 1998; Bassford, 1996; Akin, Broo, Byers, &  Llyod, 2016). This abundance of options in previous publication produces two  issues. The first being there is little to  no follow up literature that evaluates effectiveness post-implementation from companies who adopt proposed methods  and practices for involvement of front line workers in improvement efforts (Kelly & Schell, 2018). Therefore, the lack  of further documentation means there is no method of discerning which methods do or do not work and why. However,  companies have been published case studies . The second issue being the great span of time  between the earliest  published employee involvement methods and present day. Those methods published in the 1980s and then used as a  basis for newer contributions methods do not account for  societal or generational changes  (Wagner, 2007; Bresman  & Rao, 2017). What may have worked in the 1980s may not be as effective three decades later. While this is a struggle  for any literature in management, the prevailing recent publication in subject matter such as suggestion systems truly ",gmail.com,,,46.3144754,11.0480288
9,PMO IMPLEMENTATION FOR PROJECT MANAGEMENT IN ACOLLABORATIVE RESEARCH CONTEXT,"@lsbu.ac.uk,","Project Management Office, PMO, Collaborative Research Projects. ","The management of collaborative research projects can present certain challenges, such as the development of  multidisciplinary teams, ensuring alignment of the collaborative partners and generating the required level of impact  from the project. The project management office (PMO) is an organizational unit designed to standardize how projects  are delivered and achieve efficiencies through deploying best practice gained from the delivery of successive projects.  Therefore, there is much scope for the PMO to support the management of collaborative research projects. This paper  will provide an overview of how a PMO has been established at  a higher education institution in order to support the  development and management of collaborative research projects. The case study investigation includes  a number of  managerial insights on how the PMO structure and pro cesses were implemented in a collaborative research context.   These insights have been synthesized into a set of critical success factors for PMO implementation that will inform  future research in this area and will also be of use to practitioners looking to implement a new PMO to support  collaborative research projects.    Keywords  Project Management Office, PMO, Collaborative Research Projects.    Introduction  Research collaboration has increasingly become the norm for the pursuit of scientific and technological developments  that require adoption of a multidisciplinary approach along with contributions from multiple partners ( Lee and  Bozeman, 2005).  Multidisciplinary research collaborations have been described as being key to finding solutions to  global challenges, such as the development of environmentally friendly technologies, enabling sustainable food  production and the development of new medicines (Knapp et al., 2015). Indeed, many governmental funding agencies  around the world actively commission collaborative research projects (Kardes, 2014) and promote knowledge transfer  activities (Kochenkova et al., 2016) according to their funding requirements.   Collaborative research projects offer a number of benefits (Philbin, 2017), such as enabling the exchange of  knowledge between collaborators, increasing the scope and scale of data generated by research studies, and allowing  access to complementary research infr astructure (such as experimental equipment and numerical models) . However,  there are also certain challenges associated with research collaborations  (Cummings and  Kiesler, 2005), and these  include the coordination costs, development of multidisciplinary teams, ensuring alignment of the collaborative  partners, and generating the required level of impact from the project. Moreover, if collaborative research and  technology projects are to generate potential solutions to address societal needs , across areas su ch as improved  healthcare solutions, mitigating the effects of climate change and new forms of transportation, it is important that such  projects can be managed to a high degree of success. This level of performance can be viewed in terms of achievement  of the project milestones in the required timeframe and according to the quality, budget and schedule requirements,  but this performance is also predicated on the research including the necessary creativity and scientific freedom to  facilitate developments in the particular scientific or engineering discipline.  A potential mechanism to support the delivery of collaborative research projects is the project management  office or PMO ( Hobbs et al., 2008) . The project management office (PMO) is an organizational u nit designed to  standardize how projects are managed and achieve improved efficiencies through deploying best practice gained from  the delivery of successive projects  (Philbin, 2016). The PMO provides management and administrative support to  enable the delivery of projects and the PMO approach has been successfully implemented across a number of sectors,  including construction ( Qi et al., 2014) , information systems ( Ward and Daniel, 2013)  and research administration  (Wedekind and Philbin, 2018) . Adopting a PMO structure has been associated with improved project performance  and key drivers that support these improvements include the development of project standards and methods that detail ","lsbu.ac.uk,",London South Bank University,UK,51.4979,0.102
