,Title,email,KeyWords,Abstract,domain,Institution,Country,Latitude,Longitude
0,IMPROVING THE GOVERNMENT PURCHASE CARD APPROVALPROCESS AT THE U.S. MILITARY ACADEMY: A LEAN SIX SIGMAAPPLICATION,@gmail.com,"Lean, Six Sigma, Government Purchase Card ","The U.S. Army adopted the Lean Six Sigma (LSS) methodology for process improvement in 2004 and has been  training LSS practition ers ever since.  As part of this training, the Army requires green -belt level candidates to  successfully complete a project using the Define, Measure, Analyze, Improve, and Control (DMAIC) process.  This  paper presents the results of a six -month effort tha t applied this methodology to government purchase card (GPC)  approval process within the Dean’s staff at the U.S. Military Academy.  Although many associate the LSS process  with manufacturing or supply chain processes, this application is an example of how  the same methodology will  result in the improvement of administrative processes.  Through the DMAIC process, the team conducted detailed  analysis of the available data, identified several areas for improvement, and implemented controls and procedures to  get the process in control and reduce the number of defects in turn -in documentation.  The results of the effort were  profound and reduced the processing time by over 50% and improved the sigma quality level from 0.5 to 2.4.   Additionally, the teams recommended changes to the GPC process are being adopted across the Academy to  decrease processing time and improve quality associated with this administrative process.  This paper provides an  overview of the process and its application to the excessive time and effort required to approve simple purchases  with a government credit card as a case study for a successful implementation of the Army’s LSS process.    Keywords  Lean, Six Sigma, Government Purchase Card    Introduction  This paper presents the findings and results of a six -month effort to improve the government purchase card (GPC)  approval process at the U.S. Military Academy.  It applies the Army’s Lean Six Sigma (LSS) methodology to define  the problem, measure the current process, analyze those measurements, improve the process, and implement  controls to sustain the improvements.  The initial dialogue on this project grew during a meeting between the project  sponsor and project team.  Due to a dynamically changing force structure and voiced frustration among customers,  the key stakeholders identified a need for an improvement to the GPC approval process.  The team drafted a  problem statement of, “The government purchase card process is currently operating at approximately  6 days from  need identification to purchase approval within the Dean’s directorate. Over the past 12 months, it has taken an  average of 15.25 calendar days to make a purchase. Dean’s departments experienced delays at some level in over  50% of their depart ment’s purchases. The expected performance standard is within 3 days according to our  organization’s prescribed standard.” The thinking behind the problem statement was rooted in the need to make  measurable financial improvements and improvements to the pr ocess so that the customers within the Dean’s  directorate could receive their goods quicker.   The root of the business impact was to reduce process lead -time (PLT) required to make purchases and to  reduce the manpower requirement and the associated costs w ith the current government purchase card process. This  resulted in the project team’s focus on the speed and cost of the process. Our initially stated goals were to improve  the government purchase card process by adjusting our organization’s prescribed standard operating procedures,  remove any unnecessary process steps to increase the efficiency of the process, and evaluate the way our approval  process structure was nested at the Academy.  The delta between the time that the need for items was identified an d ",gmail.com,,,46.3144754,11.0480288
1,A PHENOMENOLOGICAL INQUIRY INTO ENGINEERS' MOTIVATIONTO LEAD,Missing,"motivation to lead, MTL, phenomenological, qualitative, engineering managers, engineers, teach, mentor ","The present paper describes a qualitative (phenomenological) study of six engineering managers who were, within the  past two years, promoted into managem ent roles at a medical device manufacturer in Southern California. The  objective of this study was to understand their motivation to lead. Each engineer participated in an interview which  was approximately 30 minutes long, semi-structured, and guided by an eleven-question interview guide based on the  literature. The transcriptions of each interview were then analyzed using first and second cycle coding . In all, eight   themes emerged to explain why these engineers accepted leadership roles: (a) some simply en joy leading, (b) some  felt a social obligation, (c) some were motivated by values higher than mere money, (d) some were motivated by a  sense of benevolence, (e) some were motivated by observing other leaders in the organization, (f) some found  additional motivation to lead as they experienced success as managers, (g) some were motivated by their engineering  skills, and, most significantly, (h) some found motivation to lead in a desire to teach and mentor. The study contributes  to the literature by identifying a previously unrecognized motivation to lead (motivation to teach and mentor). Because  a qualitative design was used, this study demonstrates only that this motivation to lead was present in these six  engineers; no claim regarding generalizability is made. Additionally, three tentative practical implications for training  potential engineering managers are described. However, a follow-on quantitative study is required before generalizing  these findings.   Keywords  motivation to lead, MTL, phenomenological, qualitative, engineering managers, engineers, teach, mentor  Introduction  According to Clemmons and Fields (2011), the research stream on m otivation to  lead (MTL) began with the  quantitative work of Chan and Drasgow (2001). Since their se minal work, there have been a number of other  quantitative studies focused on MTL, including several quite recently (e.g. Cho, Harrist, Steele, & Murn, 2015 ;  Guillén, Mayo, & Korotov, 2015; Stiehl, Felfe, Elprana, & Gatzka, 2015; Rosch, Collier, & Zehr, 2014; and Mascia,  Dello Russo, & Morandi, 2014). However, a journal search revealed few qualitative articles . Fortunately, Patton  observes that qualitative inquiry can still be used later in the process “to add depth and detail to statistical findings”  (p. 230). Accordingly, this paper presents the results of a qualitative (phenomenological) inquiry into MTL with the  intent of adding the depth and detail that Patton refers to. As such, this paper is organized in four sections. The first  section is a  review of  the literature related to motivation to lead . The second section describes the methodology ,  including descriptions of phenomenological inquiry, the coding methodology, and the research sample. The third  section describes the results of the analysis and the themes which emerged. The final section provides a discussion of  the findings both as they relate to the research question and as they relate to implications for practice. In total, eight  motivations to lead were observed, one  of which was previously unknown to the literature. Furthermore , three  implications for practice are described.  Literature Review  In their quantitative study of over 2,000 soldiers and college students, Chan and Drasgow (2001) concluded that there  are three components of MTL which they called “affective- identity motivation to lead (AI -MTL), non-calculative  motivation to lead (NC -MTL) and social -normative motivation to lead ( SN-MTL)” (p. 492). The affective -identity  component involves both an innate desire to lead and the formation of an identity as a leader, hence the first two  questions in the interview guide were What feelings do you associate with your motivation to lead?  and How does  your sense of self-identity contribute to your motivation to lead? The social-normative component involves the leader’s  sense that they have an obligation, either social or moral, to lead, hence the next two questions were How does a sense ",Missing,,,46.3144754,11.0480288
2,ANALYZING COST-TO-SERVE QUANTIFICATION METHODOLOGIESIN A WHOLESALE INDUSTRY SETTING,@tamu.edu,"Cost-to-serve, wholesale distribution, case study ","The major business function of a wholesale company is to provide supply chain services to its customers. Such  services include inventory management, solution based se rvices, credit terms, and transportation & logistics  services. Unlike its manufacturing counterparts, wholesale companies are still based on rudimentary legacy systems  of pricing that do not have a proper way of accounting for different types of costs-to serve (CTS). As a result, many  companies struggle to become cost -competitive. This paper investigates two of the most common CTS  methodologies (that is, activity based costing  and surrogate method)  currently described in literature. Both  methodologies are examined by employing data from a real world wholesale distribution company. Finally, based on  the findings from the case analysis, the paper recommends few optimal strategies for CTS which can be applicable  to the wholesale distribution industry beyond the case company.     Keywords  Cost-to-serve, wholesale distribution, case study    Introduction   Industrial distributors provide supply chain services to their customers. I t is a six trillion -dollar industry and is also  one of the largest  employers in the US. Distributors help  move products from point of manufacturing to point of  sale. Their services include warehousing, inventory management, transportation, credit management (although not  all provide credit management services), and provi ding technical solutions to their customers. The types of  customers include residential, commercial, industrial, and government depending upon the type of products. The ir  operations involve  business to business transaction s. However, the challenges facing the distributors are also  enormous which range from shrinking profit margins to inefficient legacy processes  (Jennings, Narayanan, Nepal, &  Clark, 2017). Many industry channels have not adopted technology in a way that it cou ld enhance the efficiency for  their operations thereby resulting in higher profitability . One of big issue s contributing to lower profitability  of a  distribution firm  is the  lack of scientific cost accounting  approach to track all cost -to-serve (CTS) drivers.  As a  result, companies are subject to risk of  making both underpricing and overpricing  decisions thereby affecting their  log term sustainability.    That said, it is certainly true that m any of CTS variables are hard to quantify because they are hidden.  For  example, customers will place different orders via different methods, are located in different geographical locations,  and make different demands on service, support, and returns (Van Triest, 2005).  Companies can gloss over the  hidden costs by making the assumption that ‘cost plus margin’ price will cover the expense (Lawrence,  Gunasekaran, & Krishnadevarajan, 2009) . However, glossing over of the hidden expenses “fails to capture each  customer’s significance and treats all customers alike” (Lawrence, Gunasekaran, & Krishnadevarajan, 2009)      .    Two definitions that captures the essence of CTS come  from Lahutta & Wronski (2014) and Lawrence,  Gunasekaran, & Krishnadevarajan (2009) .  CTS can be defined as “the total pre- sale, order related, distribution and  post-sale service cost required to maintain an ongoing exchange relationship with a customer firm” (Lahutta &   Wronski, 2014).  Lawrence, Gunasekaran, & Krishnadevarajan (2009) add  to the definition by indicating that CTS  contains the allocation of total costs to each customer beyond the cost of goods. Other researchers  also discuss the  importance of quantifying the cost t o serve for distributors ( Gebert, Goldenberg, & Peteres,  1996). Norek & Pholen  (2001) describe that the  detail cost knowledge can be used to make unprofi table customers profitable by lowering ",tamu.edu,Texas A&M University - College Station,United States,,-96.35206061388457
3,APPLICATION OF STRUCTURAL EQUATION MODELING (SEM) INTHE EVALUATION OF THE RELATIONSHIP BETWEENFACILITATING FACTORS TO KNOWLWDGE SHARING IN THESUPPLY CHAIN AND SUPPLIERS’ DELIVERY PERFORMANCE,@gmail.com,"Knowledge sharing, knowledge complexity, supplier’s performance, structural equation modeling, suppliers. ","The study evaluates the relationship between practice of  knowledge sharing involving customer and supplier and  suppliers’ delivery performance.  A  model proposed in  Structural Equation Modeling (SEM)  with data collected  from 172 suppliers and 15 customers has explained the suppliers’ performance in 64.5% of the cases.The model has  pointed out that the construct “interlocution formalization”, in which stands out the facilitating factor “complexity of  shared knowledge”, is what most influences this performance.    Keywords  Knowledge sharing, knowledge complexity, supplier’s performance, structural equation modeling, suppliers.    Introduction  Organizations have  increasingly acted in a manner  dependent on  each ot her . For instance, i n the case of a final  product of an industry, it is obse rved that the execution of  some stages of the production process tends to be passed  to suppliers.  This procedure demands that supplier and customer  keep good integration , including the sharing of  knowledge and information. K nowledge sharing among organizations  has been suggested as  a condition for   improving supplier’s and customer’s performance (Davenport &  Prusak, 2003). In this context , one realizes the  importance of analyzing the factors that facilitate knowledge sharing between customers and suppliers, and the need  of relating them quantitatively  to suppliers’ performance. Thus, the  objective of the study  is to assess  the  relationship among the characteristics  of practicing knowledge sharing  between customers and  suppliers of  industrial processe s and suppliers’ performance.  Specific objectives of this research  can be highlighted:  a) to  identify in the literature  a number of  factors (or indicator variables ) contributing to   knowledge sharing;  b) to  propose metrics of facilitating factors  (or indicator variables) in order to characterize knowledge sharing  relationships between customers and suppliers; c) to develop an instrument of data collection in order to characterize  the relationship of knowledge sharing with the customer, from the suppli er’s point of view ; d) to develop an  instrument to measure supplier’s performance, from the customer’s point  of view; e) to propose a  statistical model  which relates the factors contributing to  knowledge sharing (or indicator variables) within supplier’s performance;  and f) to identify which factor has greater influence on supplier’s performance.    Knowledge Sharing  In today's competitive environment, competition tends to  occur  within chains rather than individual companies.  Thus, the performance of a company is influenced by ties it keeps with suppliers. Knowledge is an important  element in the integration among companies, and a source of competitive advantage (Yang, 2011; Lai,  2011,  Davenport & Prusak, 2003). Hence, it justifies the fact that organizations develop systems to identify, develop, ",gmail.com,,,46.3144754,11.0480288
4,A TALE OF TWO AIRCRAFT: HOW NON-FUNCTIONAL ATTRIBUTESIMPACT A SYSTEM’S LIFECYCLE,Missing,"Systems Engineering, illities, System Retirement ","The decision to retire a system within the Department of Defense (DoD ) has proven difficult for defense department  officials to make and systems are often extended beyond their expected lifecycle.  During the system design process,  engineers often use rules of thumb to guide the planned retirement date of a system and only considered retirement  for the lifecycle cost estimates.  However, there are inconsistencies in following these estimated retirement dates for  DoD systems and the age of a system does not have an impact on the decision to retire or extend a system.  This  paper examines two distinct examples of DoD systems; the F -117 Stealth Fighter, retired in 2008 after 25 years of  service, and the B -52 Bomber, currently active and expected to retire in 2045 after 90 years of service.  This  discrepancy in service life of tw o aircraft leads to the question of what non -functional attributes lead DoD decision  makers to favor extending a system as opposed to retiring a system as planned.  The paper uses grounded theory to  examine articles that discuss the non -functional attributes, referred to as ilities, of these two aircraft to determine if  there is a difference between the two.  Based on 40 articles, the B -52 displays attributes of: flexibility, extensibility,  versatility, interoperability, and robustness more than the F -117.  It is likely that these ilities are the driving factor  behind the DoD’s decision to extend the life of the B-52 and the lack of these iliies in the F-117 led to its retirement.      Keywords  Systems Engineering, illities, System Retirement    Introduction  The Department of Defense (DoD) manages hundreds of weapon systems that they design to meet the needs of  warfighters within the DoD.  As part of this management, the DoD makes retirement decisions on systems as they  age to a planned retirement date that engin eers specify during the design process.  However, it appears that many  DoD systems extend well beyond their planned retirement date, while others retire as scheduled.  One of the most  prolific examples of a system that the DoD has extended well beyond its initial service life is the B -52H bomber,  which first entered service in 1955 and the DoD plans to extend the life until 2045 (U.S. Air Force, 2015).  On the  other hand, some systems, such as the F -117, do not experience the same service life extensions an d are retired as  planned.  The F -117 entered service in 1983 and the Air Force retired that aircraft in 2008 after a 25 -year lifecycle  (Air Combat Command, 2005).  So, the question becomes why are some DoD systems extended well beyond their  planned service life while others are retired at or before their planned retirement date.  The paper examines twenty  articles for both the B -52 and F -117 to determine if system attributes influence the decision to extend or retire a  system upon completion of its planned service life.  The research uses the systems engineering ilities as coding for a  grounded research approach to addressing this issue.  It found that the ilities of extendibility and flexibility enable  the service life extension of these systems and that th e ilities of interoperability, versatility, and robustness increase  the chance that a system will be extended.  The ility of quality, or the ability of a system to perform at a high level,  did not influence the decision to extend or retire a system and this attribute is common to both groups of systems.   Retirement is the final phase of a system life cycle, in which the system’s performance has degraded to a  point where it no longer provides value to the stakeholders (International Standard Organization, 20 15).  In some  cases, this is a systematic process of retiring a system, as in DoD systems, or it can be left up to the consumer of a  system to make that decision (Buede, 2000).  In the systems engineering literature, this decision is generally left ",Missing,,,46.3144754,11.0480288
5,INVESTIGATING THE APPLICATION OF PROJECT MANAGEMENTPRINCIPLES TO RESEARCH PROJECTS – AN EXPLORATORY STUDY,Missing,"Research projects, project management, systematic literature review. ","The management of research projects can be subject to significant uncertainty due to the knowledge creation process  that is undertaken.  The systematic investigation of a r esearch area requires adoption of a scientific approach along  with an appropriate level of creativity and this can present certain challenges in regard to managing research  projects.  Project management has developed to support industrial projects in areas  such as construction,  manufacturing and information technology.  Therefore,  the question arises: Are the standardized techniques of  project management adequate to support effective delivery of research projects  that involve a high level of  knowledge based  activities?  This paper will report on the results of a n exploratory study based on a  systematic  literature review, which has been carried out in order to improve our understand ing of the key features and issues  arising from the application of project man agement principles to research projects .  The literature has been  considered in regard to the process, structure, people and technology dimensions.  Th e paper includes synthesis of a  proposed research agenda in order to advance the knowledge base on the management of research projects.    Keywords  Research projects, project management, systematic literature review.    Introduction  Research projects are an essential part of knowledge production in contemporary society and this extends to the  social sciences as well as science and technology applications (Gibbons et al., 1994).   Indeed research projects are  undertaken by different types of organizations,  including industrial companies, governmental agencies, independent  research institutes and academic institutions.  Although there is much literature on the subject of conducting  scientific research, for example,  on the need to ensure adequate design principles ( Bordens and Abbott, 2002) and  robust research methodologies are employed  (Teddlie and  Tashakkori, 2009) , there is much less material on the  actual management of research projects.  The importance of conducting the scientific research itself should of course  not be underestimated (Bush, 1945); the specific approaches and features of the  research will be associated with the  knowledge base of the corresponding subject area, e.g. physics, biology, or chemical engineering .  But in order to  conduct scientific research there is a need to have the necessary resources (such as the researchers or graduate  students) and associated funding as well as the required equipment, supporting infrastructure and  any consumables  and other materials.  There is also a need for a research plan that describes how the research work will be undertaken  and specifies the goals and objectives of the project ; such a plan will likely articulate the deliverables that are to be  produced as well as important milestones for the project.  Rese arch is therefore implicitly delivered through projects  that have a schedule and a budget as well as a research specification that needs to be achieved  according to a pre- defined set of quality criteria.  Indeed the selection and prioritization of research  projects can be an important  consideration for technology -driven industrial companies ( Mottley and Newton, 1959) , which need to ensure that  the project outputs contribute to the company’s competitive advantage.  Although research projects have structural, process and people dimensions just like other projects, there is  additionally the need for creativity in regard to the knowledge discovery process  (Bush and Hattery, 1956) .   Adoption of management systems for research projects should support such creativit y and knowledge -based  activities, and consequently a fine balance is needed between implementing management approaches to support the  efficient and effective delivery of projects while not stifling creative activities  and innovation.   If we consider the  case of higher education  institutions, there  are academic freedom s in regard to research directions  along with  a  culture of not implementing overly commercial or rigid management approaches while still ensuring that the  strategic plans of the university are delivered ( Nickson, 2014) .  Universities are also increasingly engaged in  research and technical work that results in knowledge exchange with third -parties, such as through technology ",Missing,,,46.3144754,11.0480288
6,USING SOCIAL NETWORK ANALYSIS TO UNDERSTANDRELIABILITY IN A LARGE NETWORK OF SYSTEMS,Missing,"Social Network Analysis, System of Systems Engineering, Reliability ","Over the past several decades, the Department of Defense (DoD) has developed an expansive network of systems  that must interoperate on the battlefield to deliver value to the users.  However, it is difficult to manage and  understand the complex interactions between these systems and the potential impact a system failure may have on  the entire network of systems.  To address these problems, this paper prop oses adapting social network analysis  metrics, specifically the betweeness centrality, to identify key systems in the network that affect the overall  interoperability of the network by serving as bridges between groups of systems.  Additionally, this metri c may lead  affect the overall reliability of the network of DoD systems as systems with a high betweeness centrality may cause  systemic failure of the network.  As an example network, the paper utilized the tactical aircraft within the DoD that  spans all f our services and over a hundred individual systems ranging from aircraft to munitions to command and  control systems.  This work identified several key systems within the network that are essential to the overall  operation of the network of systems.  The b etweeness centrality metrics calculated based on the interaction network  are consistent with the qualitative assessments of the systems importance for reliability and interoperability of the  overall network.  This work is an initial step in broadly applying social network analysis metrics to networks of  systems to provide insights into the emergent behavior of networks of systems.     Keywords  Social Network Analysis, System of Systems Engineering, Reliability    Introduction  The DoD  applied social network analysis (SNA) to visualize and analyze complex networks of terrorists in Iraq,  Afghanistan, and across the globe.  The applied SNA to pinpoint the location of Usama Bin Laden after special  operations forces searched for Bin Laden i n the mountains of Afghanistan.  Through SNA, a Central Intelligence  Agency analyst identified a courier within the Bin Laden network that the DoD was able to determine his location  (Schmidle, 2011).  The DoD has an opportunity to apply SNA methods and tec hniques to look inward and analyze  their network of warfighting systems, specifically the reliability of the overall network of systems.  Traditional  system engineering tools and methods are inadequate to describe, visualize, and analyze this complex network of  systems.  This paper proposes a method for understanding the reliability of the network of systems with the SNA  centrality metrics to quantify the ility of reliability.    In 1996, the Vice Chairman of the Joint Chiefs of Staff predicted warfighting c apability would be more  reliant on networked systems and more reliant on other systems to provide capability on the battlefield (Owens,  1996).  The hierarchal structure of the military services that develop individual DoD systems amplify this challenge  as DoD systems operate on the battlefield where service boundaries are not as evident (Dahmann & Baldwin, 2008).   The DoD manages warfighting capabilities with the Joint Capability Integration and Development System (JCIDS)  process that was designed to ensure that validated military capability requirements drove acquisitions.  The JCIDS  process requires sponsors to generate three main documents to support different phases in the development and  acquisition process by providing traceability from warfighter capability requirements to fielded systems (Joint  Chiefs of Staff, 2012).  A key aspect of these documents and the capability requirements is the sustainability of the  system, which the DoD generally specifies as the reliability and availability of the system (Joint Chiefs of Staff,  2012).  However, this fails to address the reliability of the overall network of systems that each of these individual  systems operates within.  This paper contains four additional sections, a literature review, a methodology section discussing SNA, an  application to the U.S. Air Force (USAF) network of systems, and a conclusion section.  The literature review ",Missing,,,46.3144754,11.0480288
7,OPTIMIZING INVENTORY THROUGH ABC CLASSIFICATION ANDDEMAND FORECASTING,@stcloudstate.edu,"Inventory control, invdentory optimization, ABC classification, demand forecasting, exponential smoothing,  ","This project focused on the inventory management and optimization challenge at a cleaning products services  provider (SP). Due to changes in the business model from distributor to wholesaler,  the company faced new  challenges, namely - warehouse space management, IT systems for business and account management, competition  posed by re -distributors, forecasting sales demand, etc. The most significant challenge was inventory control and  optimization. Inventory optimization is the process of ensuring the right product at the right place, right time, right  quantity and right quality to meet the demand and supply of goods and or services.  The objective of th e proj ect was to optimize  inventory management by classifying  inventory and demand   forecasting model for better prediction of demand to manage inventory. An ABC classification  resulted in  categorizing inventory into class A ( high value), B (medium value) and C (low value) SKU’s and locations. From  this classification, one SKU and location was selected to forecast demand using exponential smoothing. This  showed  how managing high value SKUs can result in effective management of such  SKUs to avoid over or out  of stock  situations and to maintain customer satisfaction. The methodology included: understanding operational requirements  of the business, gathering monthly sales volume/revenue data for its top two customers, conducting an ABC analysis  on all SKU’s/locations and forecasting demand for one class ‘A’ SKU using exponential smoothing method. A total  of 629 SKU’s across 61 locations were analyzed which revealed those locations and SKUs that the SP should focus  on, in order to optimize, control and manage inventory and enhance customer satisfaction.    Keywords  Inventory control, invdentory optimization, ABC classification, demand forecasting, exponential smoothing,     Introduction  This project focused on the challenge of inventory management and optimization at a cleaning products services  provider (SP). The SP was established in 1985 and had done brisk business since 1989. Head quartered in Blaine,  Minnesota, the company specialized in the distribution and marketing of facility cleaning and maintenance products,  to various businesses across the US. The company core value was to serve few customers (~60) and thrived on repeat  business with them. There was a strong focus on customer service with several instances where orders were delivered  in exceptional circumstances – for example one order delivered during a snow storm and another at 2am. Based on  this philosophy, the order cycle time was typically between 24 to 48 hours. The SP used its own fleet of  transportation for local deliveries and 3PL’s for out-of-state deliveries. At inception, the business model was that of a  distributor of products. The SP procured products from the wholesalers and delivered them to the customers. As  competition in the market place grew, the model changed to a wholesaler one. The compan y now stocked several  SKU’s in its warehouse. The average value of inventory in the warehouse was ~ $200,000. With the change in the  business model, the company faced new challenges, namely - warehouse space management, IT systems for business  and account management, competition posed by re- distributors, forecasting sa les demand, etc. On meeting the ",stcloudstate.edu,Saint Cloud State University,United States,45.55139,-94.14833
8,INTEGRATING IDEF0 INTO A SYSTEMS FRAMEWORK FORSTATISTICAL ENGINEERING,@odu.edu,"Qualitative Framework, Statistical Engineering, Systems ","Driven by a growing requirement  during the 21 st century for the integration of rigorous statistical analyses in  engineering research, there has been a m ovement within the statistics and quality communities to  evolve a unified  statistical engineering body of knowledge ( Horel and Snee, 2010; A nderson-Cook, 2012) .  Outside of the 2014  Statistical Engineering Agreement among the ASQ Statistics Division, DOT&E, NASA, and IDA, there has been little  formal progress toward this goal since the May 2011 NASA S ymposium on Statistical Engineering in Williamsburg  Virginia.  In the ASEM -IAC 2012, Cotter (2012) identified the gaps in knowledge that statistical engineering needs  to address, explored additional gaps in knowledge not addressed in the prior works, and set forth a working definition  of and body of knowledge for stat istical engineering .  Again in the ASEM -IAC 2015, Cotter (2015) proposed a  systemic causal Bayesian hierarchical model that addressed the knowledge gap needed to integrate deterministic  mathematical engineering  causal models within a stochastic framework.   Missing, however, is the  framework for  specifying the hierarchical qualitative systems structures  necessary and  sufficient for specifying systemic causal  Bayesian hierarchical models.  This paper proposes revisions to and integration of IDEF0 as the frame work for  developing hierarchical qualitative systems models.    Keywords  Qualitative Framework, Statistical Engineering, Systems    Introduction  The systems approach to the design of new systems or correction of performance problems with existing systems  involves some form of hierarchical  decomposition of functional requirements following the V model.  The major  problem with functional hierarchical decomposition is maintaining the relevant between layer and within layer cross  correlations and causal environmental and functional effects at each sub -system, module, and component level.      Cotter (2012) proposed statistical engineering as a causal Bayesian hierarchical modeling approach to directly address  functional decomposition while assuring maintenance of between layer and within layer cross correlations and causal  environmental and functional effects.  He defined statistical engineering as the discipline that solves applied complex  organizational and societal problems that involve elements of risk , imprecision, or uncertainty in their  systemic  mission outcomes.  Statistical engineering integrates stochastic,  technical, engineering, information, human factors,  managerial, financial, and economic knowledge as necessary  to understand, model, and correc t deficiencies  (the  problems) in, systemic performance relative to required  mission outcomes within an environmental context.   Latent  design or existing manifested efficiencies in systemic performance, however, are only symptoms.  They must be  decomposed into their subsystem, module, and component level root causes that contribute to the  deficient systemic  performance, modeled,  redesigned, corrected,  and synthesized into improved systemic performance that can be  verified against the redesign intent and validated in the environmental context.  This paper reports research into  development of a statistical engineering qualitative decomposition -synthesis modeling framework over which  systemic causal Bayesian  hierarchal models can be overlaid t o facilitate th e modeling, redesign, and correction   activities.    Causal Bayesian Hierarchical Modeling Framework  Cotter (2015) developed the quantitative causal Bayesian hierarchal model as,    ",odu.edu,Old Dominion University,United States,36.8862699,-76.30972478839735
9,LESSONS LEARNED IN THE TAILORING OF LIFE CYCLE MODELSAND SYSTEMS ENGINEERING PROCESSES TO SOCIOCULTURALDIVERSITY,@isdefe.es,"Sociocultural tailoring process, cultural singularities, pre-training, handbooks adaptation. ","Standards and handbooks address life cycle models and systems engineering process usually in clude tailoring  guidelines to adapt them to a product sector or a domain application. The organizations of the Western world have  tailored these standards to manage the complex and long -life-cycle systems in the main sectors of activity: defense,  aerospace, automotive, space, transportation or infrastructure among others. Based on the experience of the authors,  this paper analyses the influence of the sociocultural aspects in the use of these standards in countries whose culture  differs from that of the West. In the first section of the paper, three cases are presented  to show the lessons learned  in implementing sociocultural ta iloring of systems engineering standards, guides and models: the training program  in nuclear power plants in China, the spares management project for Saudi Arabia’s Military Industries Corporation  (MIC) and the requirements engineering in the elaboration a nd implementation of a Master Plan for the main Naval  Base of the Peruvian Navy. In collaboration with local engineers and managers, different changes were introduced  to the system engineering processes in order to adapt them to each sociocultural environm ent. In the second section  of the paper, a broad number of recommendations for engineering managers  are made. These recommendations are  intended to be a help to those who want to accomplish a sociocultural tailoring of systems engineering in similar  environments.    Keywords  Sociocultural tailoring process, cultural singularities, pre-training, handbooks adaptation.    Introduction  There is no single moment or milestone that marks the birth or foundation of systems engineering. A number of  initiatives, mainly between the late forties and the late eighties in the defense and aerospace domains, represented a  substantial change in the way large complex systems were conceived and dealt with. In the 1940s, Bell Laboratories  was the first to use the term systems engin eering. The study in 1945 of anti -aircraft guided missile systems was  regarded as a milestone precisely because it was comprehensive enough to address a whole system. Systems  engineering was born with analyses of ends and with  the definition of objectives as integral parts of the overall  engineering effort. Several authors have described the origins and evolution of systems engineering (Blanchard &  Fabrycky, 1981; Brill, 1998; Sols, 2014).  Since its advent in the middle of the 20 th century, the field of systems engineering is witnessing an  exponential growth in all domain s, to include handbooks and textbooks, educational programs, specialized journals  and conferences, professional associations and worldwide practitioners.  Harry H. Goode and Robert E. Machol,  from the University of Michigan, published in 1957 the seminal book Systems Engineering: An Introduction to the  Design of Large-Scale Systems (Goode & Machol, 1957) . Their book addressed the systems  engineering philosophy  and methodology. The United States Air Force (USAF) was the first organization to publish a comprehensive  systems engineering document. In 1966, the USAF published Handbook 375- 5 Systems Engineering Management  Procedures, which described in detail the systems engineering approach (AFSC, 1966) . The handbook was replaced  with the first systems engineering military standard, the MIL- STD-499 Systems Engineering Management  (DoD,  1969). In 1992 the National Aeronautics and Space Administration (NASA) published a draft Systems Engineering ",isdefe.es,,,46.3144754,11.0480288
